Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_viajeros
Total Nacional,Andalucia,Huelva,Viajero,General,2018-01-31,22352,8705
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-12-31,20719,8706
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-11-30,39943,8707
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-10-31,55240,8708
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-09-30,94359,8709
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-08-31,127727,8710
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-07-31,123485,8711
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-06-30,82218,8712
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-05-31,60026,8713
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-04-30,53540,8714
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-03-31,47942,8715
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-02-28,36262,8716
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-01-31,16638,8717
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-12-31,3505,8718
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-11-30,9869,8719
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-10-31,21213,8720
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-09-30,34553,8721
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-08-31,27671,8722
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-07-31,25705,8723
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-06-30,31458,8724
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-05-31,30565,8725
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-04-30,19308,8726
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-03-31,9136,8727
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-02-28,6192,8728
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-01-31,5713,8729
Total Nacional,Andalucia,Jaen,Viajero,General,2018-12-31,38683,8730
Total Nacional,Andalucia,Jaen,Viajero,General,2018-11-30,42975,8731
Total Nacional,Andalucia,Jaen,Viajero,General,2018-10-31,52364,8732
Total Nacional,Andalucia,Jaen,Viajero,General,2018-09-30,51774,8733
Total Nacional,Andalucia,Jaen,Viajero,General,2018-08-31,53668,8734
Total Nacional,Andalucia,Jaen,Viajero,General,2018-07-31,45058,8735
Total Nacional,Andalucia,Jaen,Viajero,General,2018-06-30,49543,8736
Total Nacional,Andalucia,Jaen,Viajero,General,2018-05-31,55151,8737
Total Nacional,Andalucia,Jaen,Viajero,General,2018-04-30,50902,8738
Total Nacional,Andalucia,Jaen,Viajero,General,2018-03-31,42824,8739
Total Nacional,Andalucia,Jaen,Viajero,General,2018-02-28,32438,8740
Total Nacional,Andalucia,Jaen,Viajero,General,2018-01-31,26505,8741
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-12-31,35493,8742
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-11-30,38747,8743
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-10-31,45413,8744
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-09-30,42626,8745
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-08-31,46551,8746
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-07-31,38631,8747
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-06-30,42913,8748
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-05-31,44872,8749
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-04-30,43108,8750
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-03-31,38382,8751
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-02-28,28695,8752
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-01-31,23234,8753
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-12-31,3189,8754
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-11-30,4227,8755
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-10-31,6951,8756
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-09-30,9148,8757
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-08-31,7117,8758
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-07-31,6427,8759
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-06-30,6630,8760
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-05-31,10278,8761
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-04-30,7794,8762
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-03-31,4442,8763
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-02-28,3743,8764
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-01-31,3272,8765
Total Nacional,Andalucia,Malaga,Viajero,General,2018-12-31,261792,8766
Total Nacional,Andalucia,Malaga,Viajero,General,2018-11-30,291418,8767
Total Nacional,Andalucia,Malaga,Viajero,General,2018-10-31,510488,8768
Total Nacional,Andalucia,Malaga,Viajero,General,2018-09-30,570254,8769
Total Nacional,Andalucia,Malaga,Viajero,General,2018-08-31,633747,8770
Total Nacional,Andalucia,Malaga,Viajero,General,2018-07-31,604564,8771
Total Nacional,Andalucia,Malaga,Viajero,General,2018-06-30,583174,8772
Total Nacional,Andalucia,Malaga,Viajero,General,2018-05-31,560577,8773
Total Nacional,Andalucia,Malaga,Viajero,General,2018-04-30,507835,8774
Total Nacional,Andalucia,Malaga,Viajero,General,2018-03-31,406317,8775
Total Nacional,Andalucia,Malaga,Viajero,General,2018-02-28,290259,8776
Total Nacional,Andalucia,Malaga,Viajero,General,2018-01-31,242989,8777
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-12-31,123124,8778
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-11-30,119888,8779
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-10-31,146921,8780
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-09-30,158873,8781
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-08-31,284784,8782
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-07-31,238218,8783
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-06-30,191045,8784
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-05-31,157499,8785
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-04-30,164400,8786
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-03-31,170075,8787
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-02-28,131998,8788
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-01-31,98656,8789
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-12-31,138668,8790
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-11-30,171529,8791
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-10-31,363567,8792
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-09-30,411381,8793
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-08-31,348963,8794
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-07-31,366346,8795
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-06-30,392129,8796
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-05-31,403078,8797
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-04-30,343435,8798
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-03-31,236241,8799
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-02-28,158261,8800
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-01-31,144332,8801
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-12-31,252628,8802
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-11-30,286219,8803
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-10-31,340024,8804
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-09-30,313138,8805
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-08-31,299932,8806
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-07-31,277315,8807
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-06-30,319482,8808
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-05-31,331862,8809
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-04-30,320263,8810
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-03-31,277166,8811
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-02-28,245786,8812
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-01-31,222017,8813
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-12-31,129038,8814
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-11-30,147208,8815
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-10-31,143828,8816
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-09-30,118627,8817
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-08-31,115225,8818
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-07-31,113274,8819
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-06-30,136459,8820
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-05-31,139364,8821
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-04-30,140144,8822
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-03-31,136839,8823
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-02-28,126248,8824
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-01-31,110493,8825
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-12-31,123590,8826
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-11-30,139011,8827
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-10-31,196196,8828
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-09-30,194511,8829
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-08-31,184707,8830
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-07-31,164041,8831
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-06-30,183022,8832
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-05-31,192498,8833
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-04-30,180120,8834
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-03-31,140326,8835
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-02-28,119538,8836
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-01-31,111525,8837
Total Nacional,Aragon,Huesca,Viajero,General,2018-12-31,54223,8838
Total Nacional,Aragon,Huesca,Viajero,General,2018-11-30,31933,8839
Total Nacional,Aragon,Huesca,Viajero,General,2018-10-31,57266,8840
Total Nacional,Aragon,Huesca,Viajero,General,2018-09-30,83147,8841
Total Nacional,Aragon,Huesca,Viajero,General,2018-08-31,137816,8842
Total Nacional,Aragon,Huesca,Viajero,General,2018-07-31,102225,8843
Total Nacional,Aragon,Huesca,Viajero,General,2018-06-30,68478,8844
Total Nacional,Aragon,Huesca,Viajero,General,2018-05-31,45952,8845
Total Nacional,Aragon,Huesca,Viajero,General,2018-04-30,53347,8846
Total Nacional,Aragon,Huesca,Viajero,General,2018-03-31,82116,8847
Total Nacional,Aragon,Huesca,Viajero,General,2018-02-28,79781,8848
Total Nacional,Aragon,Huesca,Viajero,General,2018-01-31,70341,8849
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-12-31,50230,8850
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-11-30,27508,8851
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-10-31,47383,8852
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-09-30,63358,8853
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-08-31,112351,8854
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-07-31,79662,8855
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-06-30,50911,8856
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-05-31,32880,8857
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-04-30,45429,8858
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-03-31,74585,8859
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-02-28,70541,8860
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-01-31,65222,8861
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-12-31,3992,8862
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-11-30,4425,8863
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-10-31,9883,8864
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-09-30,19789,8865
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-08-31,25465,8866
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-07-31,22563,8867
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-06-30,17568,8868
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-05-31,13073,8869
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-04-30,7918,8870
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-03-31,7531,8871
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-02-28,9240,8872
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-01-31,5120,8873
Total Nacional,Aragon,Teruel,Viajero,General,2018-12-31,29470,8874
Total Nacional,Aragon,Teruel,Viajero,General,2018-11-30,31828,8875
Total Nacional,Aragon,Teruel,Viajero,General,2018-10-31,40589,8876
Total Nacional,Aragon,Teruel,Viajero,General,2018-09-30,44427,8877
Total Nacional,Aragon,Teruel,Viajero,General,2018-08-31,60846,8878
Total Nacional,Aragon,Teruel,Viajero,General,2018-07-31,40760,8879
Total Nacional,Aragon,Teruel,Viajero,General,2018-06-30,37534,8880
Total Nacional,Aragon,Teruel,Viajero,General,2018-05-31,35421,8881
Total Nacional,Aragon,Teruel,Viajero,General,2018-04-30,38532,8882
Total Nacional,Aragon,Teruel,Viajero,General,2018-03-31,38368,8883
Total Nacional,Aragon,Teruel,Viajero,General,2018-02-28,26679,8884
Total Nacional,Aragon,Teruel,Viajero,General,2018-01-31,23916,8885
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-12-31,27054,8886
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-11-30,28359,8887
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-10-31,34115,8888
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-09-30,36873,8889
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-08-31,55173,8890
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-07-31,35682,8891
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-06-30,32371,8892
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-05-31,29065,8893
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-04-30,33365,8894
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-03-31,34085,8895
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-02-28,24682,8896
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-01-31,21390,8897
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-12-31,2416,8898
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-11-30,3468,8899
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-10-31,6473,8900
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-09-30,7554,8901
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-08-31,5673,8902
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-07-31,5077,8903
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-06-30,5163,8904
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-05-31,6356,8905
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-04-30,5167,8906
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-03-31,4283,8907
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-02-28,1997,8908
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-01-31,2526,8909
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-12-31,111879,8910
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-11-30,123356,8911
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-10-31,148402,8912
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-09-30,147127,8913
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-08-31,166723,8914
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-07-31,144426,8915
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-06-30,142560,8916
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-05-31,147429,8917
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-04-30,141905,8918
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-03-31,129745,8919
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-02-28,102760,8920
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-01-31,90923,8921
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-12-31,88394,8922
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-11-30,92970,8923
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-10-31,110176,8924
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-09-30,104106,8925
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-08-31,115339,8926
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-07-31,98734,8927
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-06-30,100673,8928
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-05-31,101939,8929
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-04-30,105925,8930
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-03-31,101995,8931
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-02-28,80502,8932
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-01-31,70065,8933
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-12-31,23486,8934
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-11-30,30386,8935
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-10-31,38226,8936
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-09-30,43021,8937
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-08-31,51384,8938
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-07-31,45692,8939
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-06-30,41887,8940
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-05-31,45490,8941
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-04-30,35980,8942
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-03-31,27750,8943
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-02-28,22258,8944
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-01-31,20858,8945
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-12-31,87687,8946
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-11-30,98195,8947
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-10-31,147816,8948
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-09-30,211921,8949
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-08-31,281174,8950
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-07-31,220611,8951
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-06-30,179118,8952
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-05-31,152586,8953
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-04-30,133726,8954
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-03-31,117171,8955
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-02-28,73544,8956
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-01-31,59379,8957
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-12-31,77695,8958
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-11-30,87564,8959
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-10-31,122283,8960
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-09-30,165911,8961
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-08-31,233310,8962
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-07-31,176641,8963
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-06-30,141977,8964
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-05-31,116309,8965
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-04-30,113168,8966
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-03-31,105560,8967
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-02-28,66605,8968
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-01-31,52984,8969
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-12-31,9992,8970
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-11-30,10631,8971
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-10-31,25533,8972
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-09-30,46010,8973
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-08-31,47865,8974
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-07-31,43970,8975
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-06-30,37141,8976
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-05-31,36277,8977
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-04-30,20558,8978
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-03-31,11611,8979
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-02-28,6939,8980
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-01-31,6395,8981
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2018-12-31,91726,8982
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2018-11-30,103611,8983
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2018-10-31,1024217,8984
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2018-09-30,1562900,8985
