Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2019-01-01,51164
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-12-01,8424
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-11-01,11073
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-10-01,19071
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-09-01,20247
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-08-01,18857
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-07-01,15530
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-06-01,16282
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-05-01,24583
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-04-01,22433
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-03-01,14119
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-02-01,7224
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-01-01,7484
Total Nacional,Galicia,A coruna,Pernoctaciones,General,2019-12-01,185351
Total Nacional,Galicia,A coruna,Pernoctaciones,General,2019-11-01,214402
Total Nacional,Galicia,A coruna,Pernoctaciones,General,2019-10-01,349069
Total Nacional,Galicia,A coruna,Pernoctaciones,General,2019-09-01,406897
Total Nacional,Galicia,A coruna,Pernoctaciones,General,2019-08-01,572832
Total Nacional,Galicia,A coruna,Pernoctaciones,General,2019-07-01,464769
Total Nacional,Galicia,A coruna,Pernoctaciones,General,2019-06-01,355923
Total Nacional,Galicia,A coruna,Pernoctaciones,General,2019-05-01,352588
Total Nacional,Galicia,A coruna,Pernoctaciones,General,2019-04-01,290830
Total Nacional,Galicia,A coruna,Pernoctaciones,General,2019-03-01,197433
Total Nacional,Galicia,A coruna,Pernoctaciones,General,2019-02-01,154822
Total Nacional,Galicia,A coruna,Pernoctaciones,General,2019-01-01,141323
Total Nacional,Galicia,A coruna,Pernoctaciones,Espana,2019-12-01,148719
Total Nacional,Galicia,A coruna,Pernoctaciones,Espana,2019-11-01,161816
Total Nacional,Galicia,A coruna,Pernoctaciones,Espana,2019-10-01,208173
Total Nacional,Galicia,A coruna,Pernoctaciones,Espana,2019-09-01,241831
Total Nacional,Galicia,A coruna,Pernoctaciones,Espana,2019-08-01,438877
Total Nacional,Galicia,A coruna,Pernoctaciones,Espana,2019-07-01,341356
Total Nacional,Galicia,A coruna,Pernoctaciones,Espana,2019-06-01,213115
Total Nacional,Galicia,A coruna,Pernoctaciones,Espana,2019-05-01,205266
Total Nacional,Galicia,A coruna,Pernoctaciones,Espana,2019-04-01,190217
Total Nacional,Galicia,A coruna,Pernoctaciones,Espana,2019-03-01,145861
Total Nacional,Galicia,A coruna,Pernoctaciones,Espana,2019-02-01,125958
Total Nacional,Galicia,A coruna,Pernoctaciones,Espana,2019-01-01,111602
Total Nacional,Galicia,A coruna,Pernoctaciones,Extranjero,2019-12-01,36632
Total Nacional,Galicia,A coruna,Pernoctaciones,Extranjero,2019-11-01,52586
Total Nacional,Galicia,A coruna,Pernoctaciones,Extranjero,2019-10-01,140896
Total Nacional,Galicia,A coruna,Pernoctaciones,Extranjero,2019-09-01,165066
Total Nacional,Galicia,A coruna,Pernoctaciones,Extranjero,2019-08-01,133955
Total Nacional,Galicia,A coruna,Pernoctaciones,Extranjero,2019-07-01,123413
Total Nacional,Galicia,A coruna,Pernoctaciones,Extranjero,2019-06-01,142808
Total Nacional,Galicia,A coruna,Pernoctaciones,Extranjero,2019-05-01,147322
Total Nacional,Galicia,A coruna,Pernoctaciones,Extranjero,2019-04-01,100613
Total Nacional,Galicia,A coruna,Pernoctaciones,Extranjero,2019-03-01,51573
Total Nacional,Galicia,A coruna,Pernoctaciones,Extranjero,2019-02-01,28865
Total Nacional,Galicia,A coruna,Pernoctaciones,Extranjero,2019-01-01,29721
Total Nacional,Galicia,Lugo,Pernoctaciones,General,2019-12-01,56845
Total Nacional,Galicia,Lugo,Pernoctaciones,General,2019-11-01,68241
Total Nacional,Galicia,Lugo,Pernoctaciones,General,2019-10-01,103713
Total Nacional,Galicia,Lugo,Pernoctaciones,General,2019-09-01,127260
Total Nacional,Galicia,Lugo,Pernoctaciones,General,2019-08-01,188151
Total Nacional,Galicia,Lugo,Pernoctaciones,General,2019-07-01,136321
Total Nacional,Galicia,Lugo,Pernoctaciones,General,2019-06-01,116044
Total Nacional,Galicia,Lugo,Pernoctaciones,General,2019-05-01,104878
Total Nacional,Galicia,Lugo,Pernoctaciones,General,2019-04-01,92795
Total Nacional,Galicia,Lugo,Pernoctaciones,General,2019-03-01,57862
Total Nacional,Galicia,Lugo,Pernoctaciones,General,2019-02-01,43314
Total Nacional,Galicia,Lugo,Pernoctaciones,General,2019-01-01,39233
Total Nacional,Galicia,Lugo,Pernoctaciones,Espana,2019-12-01,53212
Total Nacional,Galicia,Lugo,Pernoctaciones,Espana,2019-11-01,63391
Total Nacional,Galicia,Lugo,Pernoctaciones,Espana,2019-10-01,76702
Total Nacional,Galicia,Lugo,Pernoctaciones,Espana,2019-09-01,89641
Total Nacional,Galicia,Lugo,Pernoctaciones,Espana,2019-08-01,161741
Total Nacional,Galicia,Lugo,Pernoctaciones,Espana,2019-07-01,111380
Total Nacional,Galicia,Lugo,Pernoctaciones,Espana,2019-06-01,84947
Total Nacional,Galicia,Lugo,Pernoctaciones,Espana,2019-05-01,72888
Total Nacional,Galicia,Lugo,Pernoctaciones,Espana,2019-04-01,70675
Total Nacional,Galicia,Lugo,Pernoctaciones,Espana,2019-03-01,50100
Total Nacional,Galicia,Lugo,Pernoctaciones,Espana,2019-02-01,39011
Total Nacional,Galicia,Lugo,Pernoctaciones,Espana,2019-01-01,35051
Total Nacional,Galicia,Lugo,Pernoctaciones,Extranjero,2019-12-01,3633
Total Nacional,Galicia,Lugo,Pernoctaciones,Extranjero,2019-11-01,4851
Total Nacional,Galicia,Lugo,Pernoctaciones,Extranjero,2019-10-01,27012
Total Nacional,Galicia,Lugo,Pernoctaciones,Extranjero,2019-09-01,37620
Total Nacional,Galicia,Lugo,Pernoctaciones,Extranjero,2019-08-01,26410
Total Nacional,Galicia,Lugo,Pernoctaciones,Extranjero,2019-07-01,24941
Total Nacional,Galicia,Lugo,Pernoctaciones,Extranjero,2019-06-01,31097
Total Nacional,Galicia,Lugo,Pernoctaciones,Extranjero,2019-05-01,31990
Total Nacional,Galicia,Lugo,Pernoctaciones,Extranjero,2019-04-01,22120
Total Nacional,Galicia,Lugo,Pernoctaciones,Extranjero,2019-03-01,7762
Total Nacional,Galicia,Lugo,Pernoctaciones,Extranjero,2019-02-01,4303
Total Nacional,Galicia,Lugo,Pernoctaciones,Extranjero,2019-01-01,4182
Total Nacional,Galicia,Ourense,Pernoctaciones,General,2019-12-01,45097
Total Nacional,Galicia,Ourense,Pernoctaciones,General,2019-11-01,56907
Total Nacional,Galicia,Ourense,Pernoctaciones,General,2019-10-01,60946
Total Nacional,Galicia,Ourense,Pernoctaciones,General,2019-09-01,69894
Total Nacional,Galicia,Ourense,Pernoctaciones,General,2019-08-01,92197
Total Nacional,Galicia,Ourense,Pernoctaciones,General,2019-07-01,66950
Total Nacional,Galicia,Ourense,Pernoctaciones,General,2019-06-01,55748
Total Nacional,Galicia,Ourense,Pernoctaciones,General,2019-05-01,54254
Total Nacional,Galicia,Ourense,Pernoctaciones,General,2019-04-01,58394
Total Nacional,Galicia,Ourense,Pernoctaciones,General,2019-03-01,51213
Total Nacional,Galicia,Ourense,Pernoctaciones,General,2019-02-01,36019
Total Nacional,Galicia,Ourense,Pernoctaciones,General,2019-01-01,30825
Total Nacional,Galicia,Ourense,Pernoctaciones,Espana,2019-12-01,38676
Total Nacional,Galicia,Ourense,Pernoctaciones,Espana,2019-11-01,50976
Total Nacional,Galicia,Ourense,Pernoctaciones,Espana,2019-10-01,54661
Total Nacional,Galicia,Ourense,Pernoctaciones,Espana,2019-09-01,59695
Total Nacional,Galicia,Ourense,Pernoctaciones,Espana,2019-08-01,80492
Total Nacional,Galicia,Ourense,Pernoctaciones,Espana,2019-07-01,58729
Total Nacional,Galicia,Ourense,Pernoctaciones,Espana,2019-06-01,46840
Total Nacional,Galicia,Ourense,Pernoctaciones,Espana,2019-05-01,45583
Total Nacional,Galicia,Ourense,Pernoctaciones,Espana,2019-04-01,51504
Total Nacional,Galicia,Ourense,Pernoctaciones,Espana,2019-03-01,44128
Total Nacional,Galicia,Ourense,Pernoctaciones,Espana,2019-02-01,31071
Total Nacional,Galicia,Ourense,Pernoctaciones,Espana,2019-01-01,25716
Total Nacional,Galicia,Ourense,Pernoctaciones,Extranjero,2019-12-01,6421
Total Nacional,Galicia,Ourense,Pernoctaciones,Extranjero,2019-11-01,5932
Total Nacional,Galicia,Ourense,Pernoctaciones,Extranjero,2019-10-01,6285
Total Nacional,Galicia,Ourense,Pernoctaciones,Extranjero,2019-09-01,10199
Total Nacional,Galicia,Ourense,Pernoctaciones,Extranjero,2019-08-01,11705
Total Nacional,Galicia,Ourense,Pernoctaciones,Extranjero,2019-07-01,8221
Total Nacional,Galicia,Ourense,Pernoctaciones,Extranjero,2019-06-01,8909
Total Nacional,Galicia,Ourense,Pernoctaciones,Extranjero,2019-05-01,8672
Total Nacional,Galicia,Ourense,Pernoctaciones,Extranjero,2019-04-01,6890
Total Nacional,Galicia,Ourense,Pernoctaciones,Extranjero,2019-03-01,7085
Total Nacional,Galicia,Ourense,Pernoctaciones,Extranjero,2019-02-01,4948
Total Nacional,Galicia,Ourense,Pernoctaciones,Extranjero,2019-01-01,5110
Total Nacional,Galicia,Pontevedra,Pernoctaciones,General,2019-12-01,173433
Total Nacional,Galicia,Pontevedra,Pernoctaciones,General,2019-11-01,160880
Total Nacional,Galicia,Pontevedra,Pernoctaciones,General,2019-10-01,276818
Total Nacional,Galicia,Pontevedra,Pernoctaciones,General,2019-09-01,431244
Total Nacional,Galicia,Pontevedra,Pernoctaciones,General,2019-08-01,708404
Total Nacional,Galicia,Pontevedra,Pernoctaciones,General,2019-07-01,550241
Total Nacional,Galicia,Pontevedra,Pernoctaciones,General,2019-06-01,341940
Total Nacional,Galicia,Pontevedra,Pernoctaciones,General,2019-05-01,254180
Total Nacional,Galicia,Pontevedra,Pernoctaciones,General,2019-04-01,243281
Total Nacional,Galicia,Pontevedra,Pernoctaciones,General,2019-03-01,153132
Total Nacional,Galicia,Pontevedra,Pernoctaciones,General,2019-02-01,102028
Total Nacional,Galicia,Pontevedra,Pernoctaciones,General,2019-01-01,98729
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2019-12-01,152264
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2019-11-01,136397
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2019-10-01,219033
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2019-09-01,320443
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2019-08-01,588862
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2019-07-01,451833
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2019-06-01,246253
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2019-05-01,182361
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2019-04-01,182240
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2019-03-01,124565
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2019-02-01,85205
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Espana,2019-01-01,80593
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2019-12-01,21169
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2019-11-01,24483
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2019-10-01,57785
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2019-09-01,110802
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2019-08-01,119542
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2019-07-01,98407
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2019-06-01,95687
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2019-05-01,71819
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2019-04-01,61041
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2019-03-01,28567
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2019-02-01,16823
Total Nacional,Galicia,Pontevedra,Pernoctaciones,Extranjero,2019-01-01,18137
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2019-12-01,2015192
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2019-11-01,2135453
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2019-10-01,2360610
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2019-09-01,2271724
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2019-08-01,2023616
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2019-07-01,2274448
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2019-06-01,2325474
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2019-05-01,2347283
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2019-04-01,2192962
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2019-03-01,2176778
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2019-02-01,1762240
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,General,2019-01-01,1769846
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2019-12-01,1003989
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2019-11-01,985092
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2019-10-01,943801
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2019-09-01,896359
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2019-08-01,833852
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2019-07-01,907375
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2019-06-01,959259
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2019-05-01,962658
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2019-04-01,949015
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2019-03-01,979040
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2019-02-01,880621
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Espana,2019-01-01,881136
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2019-12-01,1011203
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2019-11-01,1150362
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2019-10-01,1416809
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2019-09-01,1375365
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2019-08-01,1189764
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2019-07-01,1367073
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2019-06-01,1366216
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2019-05-01,1384625
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2019-04-01,1243947
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2019-03-01,1197738
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2019-02-01,881619
Total Nacional,Comunidad de madrid,Madrid,Pernoctaciones,Extranjero,2019-01-01,888710
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2019-12-01,153891
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2019-11-01,185152
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2019-10-01,257241
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2019-09-01,329200
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2019-08-01,431975
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2019-07-01,367926
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2019-06-01,323546
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2019-05-01,316843
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2019-04-01,287077
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2019-03-01,263297
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2019-02-01,196524
Total Nacional,Region de murcia,Murcia,Pernoctaciones,General,2019-01-01,158930
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2019-12-01,122726
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2019-11-01,137736
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2019-10-01,176475
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2019-09-01,219403
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2019-08-01,326851
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2019-07-01,274597
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2019-06-01,224354
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2019-05-01,233222
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2019-04-01,214723
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2019-03-01,205514
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2019-02-01,148931
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Espana,2019-01-01,111164
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2019-12-01,31166
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2019-11-01,47416
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2019-10-01,80766
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2019-09-01,109797
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2019-08-01,105125
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2019-07-01,93329
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2019-06-01,99192
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2019-05-01,83622
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2019-04-01,72354
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2019-03-01,57783
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2019-02-01,47593
Total Nacional,Region de murcia,Murcia,Pernoctaciones,Extranjero,2019-01-01,47766
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2019-12-01,108936
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2019-11-01,145878
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2019-10-01,188604
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2019-09-01,208036
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2019-08-01,266900
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2019-07-01,211870
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2019-06-01,192026
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2019-05-01,189749
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2019-04-01,169584
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2019-03-01,144157
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2019-02-01,92400
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,General,2019-01-01,82165
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2019-12-01,91409
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2019-11-01,126235
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2019-10-01,152398
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2019-09-01,148981
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2019-08-01,201512
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2019-07-01,148508
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2019-06-01,141432
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2019-05-01,137189
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2019-04-01,135713
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2019-03-01,121681
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2019-02-01,75808
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Espana,2019-01-01,65384
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2019-12-01,17527
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2019-11-01,19643
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2019-10-01,36206
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2019-09-01,59055
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2019-08-01,65388
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2019-07-01,63361
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2019-06-01,50594
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2019-05-01,52560
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2019-04-01,33871
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2019-03-01,22476
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2019-02-01,16592
Total Nacional,Comunidad floral de navarra,Navarra,Pernoctaciones,Extranjero,2019-01-01,16781
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2019-12-01,54659
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2019-11-01,57797
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2019-10-01,68913
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2019-09-01,74939
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2019-08-01,97224
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2019-07-01,80760
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2019-06-01,69965
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2019-05-01,70037
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2019-04-01,65893
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2019-03-01,57122
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2019-02-01,42402
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,General,2019-01-01,42446
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2019-12-01,45376
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2019-11-01,45532
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2019-10-01,48587
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2019-09-01,49423
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2019-08-01,67404
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2019-07-01,50727
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2019-06-01,46405
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2019-05-01,44736
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2019-04-01,47048
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2019-03-01,43274
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2019-02-01,32452
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Espana,2019-01-01,31694
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2019-12-01,9283
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2019-11-01,12265
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2019-10-01,20326
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2019-09-01,25517
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2019-08-01,29820
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2019-07-01,30033
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2019-06-01,23560
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2019-05-01,25302
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2019-04-01,18845
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2019-03-01,13848
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2019-02-01,9950
Total Nacional,Pais vasco,Araba/alava,Pernoctaciones,Extranjero,2019-01-01,10753
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2019-12-01,201227
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2019-11-01,215310
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2019-10-01,281069
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2019-09-01,284650
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2019-08-01,374023
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2019-07-01,314218
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2019-06-01,268035
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2019-05-01,259129
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2019-04-01,255043
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2019-03-01,213574
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2019-02-01,167925
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,General,2019-01-01,158183
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2019-12-01,142826
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2019-11-01,144269
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2019-10-01,152287
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2019-09-01,135218
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2019-08-01,213142
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2019-07-01,167486
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2019-06-01,147291
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2019-05-01,130875
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2019-04-01,140451
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2019-03-01,139977
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2019-02-01,116243
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Espana,2019-01-01,109768
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2019-12-01,58400
