Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2018-04-01,674986
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2018-03-01,617275
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2018-02-01,420266
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2018-01-01,398401
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2018-12-01,461302
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2018-11-01,509628
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2018-10-01,624353
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2018-09-01,624551
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2018-08-01,796888
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2018-07-01,614354
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2018-06-01,542505
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2018-05-01,521050
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2018-04-01,533889
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2018-03-01,522105
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2018-02-01,353209
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2018-01-01,328313
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2018-12-01,77361
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2018-11-01,98005
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2018-10-01,175664
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2018-09-01,219292
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2018-08-01,231469
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2018-07-01,210246
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2018-06-01,179793
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2018-05-01,200369
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2018-04-01,141097
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2018-03-01,95169
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2018-02-01,67057
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2018-01-01,70088
Total Nacional,Castilla la mancha,-,Viajero,General,2018-12-01,159485
Total Nacional,Castilla la mancha,-,Viajero,General,2018-11-01,178660
Total Nacional,Castilla la mancha,-,Viajero,General,2018-10-01,221893
Total Nacional,Castilla la mancha,-,Viajero,General,2018-09-01,217535
Total Nacional,Castilla la mancha,-,Viajero,General,2018-08-01,225622
Total Nacional,Castilla la mancha,-,Viajero,General,2018-07-01,198194
Total Nacional,Castilla la mancha,-,Viajero,General,2018-06-01,203046
Total Nacional,Castilla la mancha,-,Viajero,General,2018-05-01,194606
Total Nacional,Castilla la mancha,-,Viajero,General,2018-04-01,201431
Total Nacional,Castilla la mancha,-,Viajero,General,2018-03-01,179402
Total Nacional,Castilla la mancha,-,Viajero,General,2018-02-01,143850
Total Nacional,Castilla la mancha,-,Viajero,General,2018-01-01,123922
Total Nacional,Castilla la mancha,-,Viajero,Espana,2018-12-01,134870
Total Nacional,Castilla la mancha,-,Viajero,Espana,2018-11-01,148055
Total Nacional,Castilla la mancha,-,Viajero,Espana,2018-10-01,175534
Total Nacional,Castilla la mancha,-,Viajero,Espana,2018-09-01,172737
Total Nacional,Castilla la mancha,-,Viajero,Espana,2018-08-01,182372
Total Nacional,Castilla la mancha,-,Viajero,Espana,2018-07-01,157975
Total Nacional,Castilla la mancha,-,Viajero,Espana,2018-06-01,164224
Total Nacional,Castilla la mancha,-,Viajero,Espana,2018-05-01,150981
Total Nacional,Castilla la mancha,-,Viajero,Espana,2018-04-01,164978
Total Nacional,Castilla la mancha,-,Viajero,Espana,2018-03-01,150370
Total Nacional,Castilla la mancha,-,Viajero,Espana,2018-02-01,120601
Total Nacional,Castilla la mancha,-,Viajero,Espana,2018-01-01,101600
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2018-12-01,24614
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2018-11-01,30605
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2018-10-01,46359
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2018-09-01,44798
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2018-08-01,43250
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2018-07-01,40220
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2018-06-01,38822
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2018-05-01,43626
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2018-04-01,36453
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2018-03-01,29033
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2018-02-01,23250
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2018-01-01,22322
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2018-12-01,260968
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2018-11-01,307079
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2018-10-01,377341
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2018-09-01,361492
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2018-08-01,390413
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2018-07-01,334594
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2018-06-01,334930
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2018-05-01,334151
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2018-04-01,349046
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2018-03-01,307176
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2018-02-01,235159
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2018-01-01,200877
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2018-12-01,223462
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2018-11-01,256957
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2018-10-01,302357
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2018-09-01,290276
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2018-08-01,323318
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2018-07-01,265808
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2018-06-01,270795
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2018-05-01,261666
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2018-04-01,290352
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2018-03-01,259327
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2018-02-01,195610
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2018-01-01,163430
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2018-12-01,37506
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2018-11-01,50122
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2018-10-01,74983
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2018-09-01,71216
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2018-08-01,67095
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2018-07-01,68786
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2018-06-01,64135
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2018-05-01,72485
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2018-04-01,58694
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2018-03-01,47849
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2018-02-01,39549
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2018-01-01,37447
Total Nacional,Cataluna,-,Viajero,General,2018-12-01,1083357
Total Nacional,Cataluna,-,Viajero,General,2018-11-01,1131352
Total Nacional,Cataluna,-,Viajero,General,2018-10-01,1790022
Total Nacional,Cataluna,-,Viajero,General,2018-09-01,2092485
Total Nacional,Cataluna,-,Viajero,General,2018-08-01,2467480
Total Nacional,Cataluna,-,Viajero,General,2018-07-01,2373993
Total Nacional,Cataluna,-,Viajero,General,2018-06-01,2168168
Total Nacional,Cataluna,-,Viajero,General,2018-05-01,1956281
Total Nacional,Cataluna,-,Viajero,General,2018-04-01,1647449
Total Nacional,Cataluna,-,Viajero,General,2018-03-01,1386693
Total Nacional,Cataluna,-,Viajero,General,2018-02-01,1021010
Total Nacional,Cataluna,-,Viajero,General,2018-01-01,927042
Total Nacional,Cataluna,-,Viajero,Espana,2018-12-01,485083
Total Nacional,Cataluna,-,Viajero,Espana,2018-11-01,428103
Total Nacional,Cataluna,-,Viajero,Espana,2018-10-01,590105
Total Nacional,Cataluna,-,Viajero,Espana,2018-09-01,705950
Total Nacional,Cataluna,-,Viajero,Espana,2018-08-01,894527
Total Nacional,Cataluna,-,Viajero,Espana,2018-07-01,828278
Total Nacional,Cataluna,-,Viajero,Espana,2018-06-01,764069
Total Nacional,Cataluna,-,Viajero,Espana,2018-05-01,627770
Total Nacional,Cataluna,-,Viajero,Espana,2018-04-01,614901
Total Nacional,Cataluna,-,Viajero,Espana,2018-03-01,586368
Total Nacional,Cataluna,-,Viajero,Espana,2018-02-01,421878
Total Nacional,Cataluna,-,Viajero,Espana,2018-01-01,382568
Total Nacional,Cataluna,-,Viajero,Extranjero,2018-12-01,598274
Total Nacional,Cataluna,-,Viajero,Extranjero,2018-11-01,703249
Total Nacional,Cataluna,-,Viajero,Extranjero,2018-10-01,1199917
Total Nacional,Cataluna,-,Viajero,Extranjero,2018-09-01,1386535
Total Nacional,Cataluna,-,Viajero,Extranjero,2018-08-01,1572953
Total Nacional,Cataluna,-,Viajero,Extranjero,2018-07-01,1545714
Total Nacional,Cataluna,-,Viajero,Extranjero,2018-06-01,1404099
Total Nacional,Cataluna,-,Viajero,Extranjero,2018-05-01,1328511
Total Nacional,Cataluna,-,Viajero,Extranjero,2018-04-01,1032548
Total Nacional,Cataluna,-,Viajero,Extranjero,2018-03-01,800325
Total Nacional,Cataluna,-,Viajero,Extranjero,2018-02-01,599132
Total Nacional,Cataluna,-,Viajero,Extranjero,2018-01-01,544474
Total Nacional,Cataluna,-,Pernoctaciones,General,2018-12-01,2373046
Total Nacional,Cataluna,-,Pernoctaciones,General,2018-11-01,2505359
Total Nacional,Cataluna,-,Pernoctaciones,General,2018-10-01,4853341
Total Nacional,Cataluna,-,Pernoctaciones,General,2018-09-01,6596542
Total Nacional,Cataluna,-,Pernoctaciones,General,2018-08-01,8692145
Total Nacional,Cataluna,-,Pernoctaciones,General,2018-07-01,7949609
Total Nacional,Cataluna,-,Pernoctaciones,General,2018-06-01,6401279
Total Nacional,Cataluna,-,Pernoctaciones,General,2018-05-01,5522528
Total Nacional,Cataluna,-,Pernoctaciones,General,2018-04-01,4224356
Total Nacional,Cataluna,-,Pernoctaciones,General,2018-03-01,3283756
Total Nacional,Cataluna,-,Pernoctaciones,General,2018-02-01,2283130
Total Nacional,Cataluna,-,Pernoctaciones,General,2018-01-01,2060176
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2018-12-01,883202
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2018-11-01,748748
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2018-10-01,1120300
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2018-09-01,1513832
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2018-08-01,2547434
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2018-07-01,1997416
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2018-06-01,1541308
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2018-05-01,1350816
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2018-04-01,1365213
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2018-03-01,1206306
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2018-02-01,739141
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2018-01-01,698750
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2018-12-01,1489843
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2018-11-01,1756612
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2018-10-01,3733041
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2018-09-01,5082710
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2018-08-01,6144711
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2018-07-01,5952192
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2018-06-01,4859970
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2018-05-01,4171712
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2018-04-01,2859142
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2018-03-01,2077450
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2018-02-01,1543989
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2018-01-01,1361426
Total Nacional,Comunidad valencia,-,Viajero,General,2018-12-01,535678
Total Nacional,Comunidad valencia,-,Viajero,General,2018-11-01,611576
Total Nacional,Comunidad valencia,-,Viajero,General,2018-10-01,764945
Total Nacional,Comunidad valencia,-,Viajero,General,2018-09-01,871379
Total Nacional,Comunidad valencia,-,Viajero,General,2018-08-01,1044006
Total Nacional,Comunidad valencia,-,Viajero,General,2018-07-01,983431
Total Nacional,Comunidad valencia,-,Viajero,General,2018-06-01,892687
Total Nacional,Comunidad valencia,-,Viajero,General,2018-05-01,793212
Total Nacional,Comunidad valencia,-,Viajero,General,2018-04-01,786416
Total Nacional,Comunidad valencia,-,Viajero,General,2018-03-01,729223
Total Nacional,Comunidad valencia,-,Viajero,General,2018-02-01,532642
Total Nacional,Comunidad valencia,-,Viajero,General,2018-01-01,433494
Total Nacional,Comunidad valencia,-,Viajero,Espana,2018-12-01,332653
Total Nacional,Comunidad valencia,-,Viajero,Espana,2018-11-01,352067
Total Nacional,Comunidad valencia,-,Viajero,Espana,2018-10-01,400285
Total Nacional,Comunidad valencia,-,Viajero,Espana,2018-09-01,478064
Total Nacional,Comunidad valencia,-,Viajero,Espana,2018-08-01,660233
Total Nacional,Comunidad valencia,-,Viajero,Espana,2018-07-01,606185
Total Nacional,Comunidad valencia,-,Viajero,Espana,2018-06-01,536877
Total Nacional,Comunidad valencia,-,Viajero,Espana,2018-05-01,420104
Total Nacional,Comunidad valencia,-,Viajero,Espana,2018-04-01,453863
Total Nacional,Comunidad valencia,-,Viajero,Espana,2018-03-01,452982
Total Nacional,Comunidad valencia,-,Viajero,Espana,2018-02-01,324151
Total Nacional,Comunidad valencia,-,Viajero,Espana,2018-01-01,242785
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2018-12-01,203025
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2018-11-01,259509
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2018-10-01,364659
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2018-09-01,393315
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2018-08-01,383774
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2018-07-01,377245
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2018-06-01,355810
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2018-05-01,373108
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2018-04-01,332553
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2018-03-01,276241
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2018-02-01,208491
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2018-01-01,190709
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2018-12-01,1555845
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2018-11-01,1871330
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2018-10-01,2555060
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2018-09-01,3076005
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2018-08-01,3915758
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2018-07-01,3558871
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2018-06-01,2922869
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2018-05-01,2549751
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2018-04-01,2472798
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2018-03-01,2211943
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2018-02-01,1520015
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2018-01-01,1329467
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2018-12-01,837404
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2018-11-01,912471
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2018-10-01,1125919
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2018-09-01,1538768
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2018-08-01,2421301
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2018-07-01,2091117
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2018-06-01,1559647
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2018-05-01,1132934
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2018-04-01,1271738
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2018-03-01,1222015
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2018-02-01,769308
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2018-01-01,634881
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2018-12-01,718441
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2018-11-01,958859
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2018-10-01,1429141
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2018-09-01,1537237
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2018-08-01,1494457
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2018-07-01,1467753
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2018-06-01,1363222
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2018-05-01,1416817
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2018-04-01,1201060
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2018-03-01,989928
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2018-02-01,750707
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2018-01-01,694586
Total Nacional,Extremadura,-,Viajero,General,2018-12-01,91879
Total Nacional,Extremadura,-,Viajero,General,2018-11-01,108953
Total Nacional,Extremadura,-,Viajero,General,2018-10-01,135951
Total Nacional,Extremadura,-,Viajero,General,2018-09-01,132970
Total Nacional,Extremadura,-,Viajero,General,2018-08-01,173441
Total Nacional,Extremadura,-,Viajero,General,2018-07-01,142267
Total Nacional,Extremadura,-,Viajero,General,2018-06-01,126725
Total Nacional,Extremadura,-,Viajero,General,2018-05-01,134051
Total Nacional,Extremadura,-,Viajero,General,2018-04-01,132545
Total Nacional,Extremadura,-,Viajero,General,2018-03-01,113496
Total Nacional,Extremadura,-,Viajero,General,2018-02-01,84166
Total Nacional,Extremadura,-,Viajero,General,2018-01-01,66802
Total Nacional,Extremadura,-,Viajero,Espana,2018-12-01,77592
Total Nacional,Extremadura,-,Viajero,Espana,2018-11-01,92667
Total Nacional,Extremadura,-,Viajero,Espana,2018-10-01,111496
Total Nacional,Extremadura,-,Viajero,Espana,2018-09-01,106942
Total Nacional,Extremadura,-,Viajero,Espana,2018-08-01,142143
Total Nacional,Extremadura,-,Viajero,Espana,2018-07-01,117919
Total Nacional,Extremadura,-,Viajero,Espana,2018-06-01,103108
Total Nacional,Extremadura,-,Viajero,Espana,2018-05-01,103459
Total Nacional,Extremadura,-,Viajero,Espana,2018-04-01,106995
Total Nacional,Extremadura,-,Viajero,Espana,2018-03-01,96710
Total Nacional,Extremadura,-,Viajero,Espana,2018-02-01,71826
Total Nacional,Extremadura,-,Viajero,Espana,2018-01-01,56095
Total Nacional,Extremadura,-,Viajero,Extranjero,2018-12-01,14287
Total Nacional,Extremadura,-,Viajero,Extranjero,2018-11-01,16286
Total Nacional,Extremadura,-,Viajero,Extranjero,2018-10-01,24455
Total Nacional,Extremadura,-,Viajero,Extranjero,2018-09-01,26028
Total Nacional,Extremadura,-,Viajero,Extranjero,2018-08-01,31299
Total Nacional,Extremadura,-,Viajero,Extranjero,2018-07-01,24348
Total Nacional,Extremadura,-,Viajero,Extranjero,2018-06-01,23618
Total Nacional,Extremadura,-,Viajero,Extranjero,2018-05-01,30592
Total Nacional,Extremadura,-,Viajero,Extranjero,2018-04-01,25550
Total Nacional,Extremadura,-,Viajero,Extranjero,2018-03-01,16786
Total Nacional,Extremadura,-,Viajero,Extranjero,2018-02-01,12340
Total Nacional,Extremadura,-,Viajero,Extranjero,2018-01-01,10707
Total Nacional,Extremadura,-,Pernoctaciones,General,2018-12-01,150991
Total Nacional,Extremadura,-,Pernoctaciones,General,2018-11-01,194640
Total Nacional,Extremadura,-,Pernoctaciones,General,2018-10-01,247535
Total Nacional,Extremadura,-,Pernoctaciones,General,2018-09-01,232766
Total Nacional,Extremadura,-,Pernoctaciones,General,2018-08-01,282175
Total Nacional,Extremadura,-,Pernoctaciones,General,2018-07-01,227666
Total Nacional,Extremadura,-,Pernoctaciones,General,2018-06-01,217695
Total Nacional,Extremadura,-,Pernoctaciones,General,2018-05-01,236105
Total Nacional,Extremadura,-,Pernoctaciones,General,2018-04-01,244070
Total Nacional,Extremadura,-,Pernoctaciones,General,2018-03-01,203736
Total Nacional,Extremadura,-,Pernoctaciones,General,2018-02-01,138159
Total Nacional,Extremadura,-,Pernoctaciones,General,2018-01-01,108843
Total Nacional,Extremadura,-,Pernoctaciones,Espana,2018-12-01,130747
Total Nacional,Extremadura,-,Pernoctaciones,Espana,2018-11-01,170077
Total Nacional,Extremadura,-,Pernoctaciones,Espana,2018-10-01,211477
Total Nacional,Extremadura,-,Pernoctaciones,Espana,2018-09-01,194001
Total Nacional,Extremadura,-,Pernoctaciones,Espana,2018-08-01,236493
Total Nacional,Extremadura,-,Pernoctaciones,Espana,2018-07-01,190985
Total Nacional,Extremadura,-,Pernoctaciones,Espana,2018-06-01,181277
Total Nacional,Extremadura,-,Pernoctaciones,Espana,2018-05-01,191420
Total Nacional,Extremadura,-,Pernoctaciones,Espana,2018-04-01,205362
Total Nacional,Extremadura,-,Pernoctaciones,Espana,2018-03-01,178093
Total Nacional,Extremadura,-,Pernoctaciones,Espana,2018-02-01,120861
Total Nacional,Extremadura,-,Pernoctaciones,Espana,2018-01-01,93063
Total Nacional,Extremadura,-,Pernoctaciones,Extranjero,2018-12-01,20243
Total Nacional,Extremadura,-,Pernoctaciones,Extranjero,2018-11-01,24563
Total Nacional,Extremadura,-,Pernoctaciones,Extranjero,2018-10-01,36059
Total Nacional,Extremadura,-,Pernoctaciones,Extranjero,2018-09-01,38765
Total Nacional,Extremadura,-,Pernoctaciones,Extranjero,2018-08-01,45681
Total Nacional,Extremadura,-,Pernoctaciones,Extranjero,2018-07-01,36681
Total Nacional,Extremadura,-,Pernoctaciones,Extranjero,2018-06-01,36418
Total Nacional,Extremadura,-,Pernoctaciones,Extranjero,2018-05-01,44685
Total Nacional,Extremadura,-,Pernoctaciones,Extranjero,2018-04-01,38708
Total Nacional,Extremadura,-,Pernoctaciones,Extranjero,2018-03-01,25643
Total Nacional,Extremadura,-,Pernoctaciones,Extranjero,2018-02-01,17298
Total Nacional,Extremadura,-,Pernoctaciones,Extranjero,2018-01-01,15779
Total Nacional,Galicia,-,Viajero,General,2018-12-01,221861
Total Nacional,Galicia,-,Viajero,General,2018-11-01,237145
Total Nacional,Galicia,-,Viajero,General,2018-10-01,384469
Total Nacional,Galicia,-,Viajero,General,2018-09-01,491917
Total Nacional,Galicia,-,Viajero,General,2018-08-01,638335
Total Nacional,Galicia,-,Viajero,General,2018-07-01,508165
Total Nacional,Galicia,-,Viajero,General,2018-06-01,426307
Total Nacional,Galicia,-,Viajero,General,2018-05-01,382717
Total Nacional,Galicia,-,Viajero,General,2018-04-01,302710
Total Nacional,Galicia,-,Viajero,General,2018-03-01,267366
Total Nacional,Galicia,-,Viajero,General,2018-02-01,181676
Total Nacional,Galicia,-,Viajero,General,2018-01-01,164009
Total Nacional,Galicia,-,Viajero,Espana,2018-12-01,185832
Total Nacional,Galicia,-,Viajero,Espana,2018-11-01,195501
Total Nacional,Galicia,-,Viajero,Espana,2018-10-01,263596
Total Nacional,Galicia,-,Viajero,Espana,2018-09-01,320345
Total Nacional,Galicia,-,Viajero,Espana,2018-08-01,483188
Total Nacional,Galicia,-,Viajero,Espana,2018-07-01,377584
Total Nacional,Galicia,-,Viajero,Espana,2018-06-01,283272
Total Nacional,Galicia,-,Viajero,Espana,2018-05-01,231563
Total Nacional,Galicia,-,Viajero,Espana,2018-04-01,218486
Total Nacional,Galicia,-,Viajero,Espana,2018-03-01,218929
Total Nacional,Galicia,-,Viajero,Espana,2018-02-01,151232
Total Nacional,Galicia,-,Viajero,Espana,2018-01-01,138288
Total Nacional,Galicia,-,Viajero,Extranjero,2018-12-01,36030
Total Nacional,Galicia,-,Viajero,Extranjero,2018-11-01,41644
Total Nacional,Galicia,-,Viajero,Extranjero,2018-10-01,120873
Total Nacional,Galicia,-,Viajero,Extranjero,2018-09-01,171572
Total Nacional,Galicia,-,Viajero,Extranjero,2018-08-01,155147
Total Nacional,Galicia,-,Viajero,Extranjero,2018-07-01,130582
Total Nacional,Galicia,-,Viajero,Extranjero,2018-06-01,143035
Total Nacional,Galicia,-,Viajero,Extranjero,2018-05-01,151154
Total Nacional,Galicia,-,Viajero,Extranjero,2018-04-01,84224
Total Nacional,Galicia,-,Viajero,Extranjero,2018-03-01,48437
Total Nacional,Galicia,-,Viajero,Extranjero,2018-02-01,30444
Total Nacional,Galicia,-,Viajero,Extranjero,2018-01-01,25721
Total Nacional,Galicia,-,Pernoctaciones,General,2018-12-01,414244
Total Nacional,Galicia,-,Pernoctaciones,General,2018-11-01,500036
Total Nacional,Galicia,-,Pernoctaciones,General,2018-10-01,759622
Total Nacional,Galicia,-,Pernoctaciones,General,2018-09-01,972150
Total Nacional,Galicia,-,Pernoctaciones,General,2018-08-01,1500958
Total Nacional,Galicia,-,Pernoctaciones,General,2018-07-01,1149410
Total Nacional,Galicia,-,Pernoctaciones,General,2018-06-01,813193
Total Nacional,Galicia,-,Pernoctaciones,General,2018-05-01,680504
Total Nacional,Galicia,-,Pernoctaciones,General,2018-04-01,580378
Total Nacional,Galicia,-,Pernoctaciones,General,2018-03-01,494182
Total Nacional,Galicia,-,Pernoctaciones,General,2018-02-01,326011
Total Nacional,Galicia,-,Pernoctaciones,General,2018-01-01,303264
Total Nacional,Galicia,-,Pernoctaciones,Espana,2018-12-01,346662
Total Nacional,Galicia,-,Pernoctaciones,Espana,2018-11-01,402090
Total Nacional,Galicia,-,Pernoctaciones,Espana,2018-10-01,559412
Total Nacional,Galicia,-,Pernoctaciones,Espana,2018-09-01,692979
Total Nacional,Galicia,-,Pernoctaciones,Espana,2018-08-01,1210429
Total Nacional,Galicia,-,Pernoctaciones,Espana,2018-07-01,914963
Total Nacional,Galicia,-,Pernoctaciones,Espana,2018-06-01,577608
Total Nacional,Galicia,-,Pernoctaciones,Espana,2018-05-01,447645
