,provincia,media_tmed,media_prec,media_sol,media_tmin,media_tmax,año,mes,fecha_str,fecha
1342,STA. CRUZ DE TENERIFE,22.02,0.28,8.53,18.81,25.24,2021,junio,2021-junio,2021-06-01
1343,TARRAGONA,22.38,2.27,9.09,16.92,27.84,2021,junio,2021-junio,2021-06-01
1344,TERUEL,20.11,1.25,9.92,12.79,27.43,2021,junio,2021-junio,2021-06-01
1345,TOLEDO,22.02,0.47,12.0,14.74,29.29,2021,junio,2021-junio,2021-06-01
1346,VALENCIA,23.09,0.9,11.0,17.53,28.64,2021,junio,2021-junio,2021-06-01
1347,VALLADOLID,18.46,0.69,9.64,10.82,26.1,2021,junio,2021-junio,2021-06-01
1348,ZAMORA,18.35,0.67,9.98,10.74,25.99,2021,junio,2021-junio,2021-06-01
1349,ZARAGOZA,20.49,1.87,10.18,13.88,27.12,2021,junio,2021-junio,2021-06-01
1350,A CORUÑA,19.75,0.05,10.1,15.21,24.28,2020,julio,2020-julio,2020-07-01
1351,ALBACETE,26.6,0.54,11.81,18.4,34.81,2020,julio,2020-julio,2020-07-01
1352,ALICANTE,26.21,0.04,12.07,20.38,32.05,2020,julio,2020-julio,2020-07-01
1353,ALMERIA,26.87,0.01,12.08,22.04,31.69,2020,julio,2020-julio,2020-07-01
1354,ARABA/ALAVA,19.54,0.32,9.23,11.97,27.09,2020,julio,2020-julio,2020-07-01
1355,ASTURIAS,18.69,0.6,7.12,15.12,22.26,2020,julio,2020-julio,2020-07-01
1356,AVILA,26.21,0.14,12.7,18.2,34.37,2020,julio,2020-julio,2020-07-01
1357,BADAJOZ,29.33,0.14,12.61,20.33,38.34,2020,julio,2020-julio,2020-07-01
1358,BARCELONA,24.87,1.66,10.46,20.15,29.58,2020,julio,2020-julio,2020-07-01
1359,BIZKAIA,20.62,1.08,6.8,16.96,24.27,2020,julio,2020-julio,2020-07-01
1360,BURGOS,21.16,0.36,10.13,12.18,30.18,2020,julio,2020-julio,2020-07-01
1361,CACERES,29.2,0.18,12.37,20.71,37.69,2020,julio,2020-julio,2020-07-01
1362,CADIZ,26.26,0.0,12.2,21.0,31.53,2020,julio,2020-julio,2020-07-01
1363,CANTABRIA,19.78,0.65,8.18,15.47,24.09,2020,julio,2020-julio,2020-07-01
1364,CASTELLON,23.46,0.64,10.34,17.76,29.16,2020,julio,2020-julio,2020-07-01
1365,CIUDAD REAL,28.07,0.17,10.33,19.64,36.5,2020,julio,2020-julio,2020-07-01
1366,CORDOBA,29.58,0.02,12.76,21.33,37.83,2020,julio,2020-julio,2020-07-01
1367,CUENCA,26.21,0.8,8.88,17.56,34.85,2020,julio,2020-julio,2020-07-01
1368,GIPUZKOA,20.55,1.2,8.32,16.36,24.75,2020,julio,2020-julio,2020-07-01
1369,GIRONA,22.2,2.71,9.63,15.53,28.88,2020,julio,2020-julio,2020-07-01
1370,GRANADA,27.95,0.04,11.95,18.34,37.58,2020,julio,2020-julio,2020-07-01
1371,GUADALAJARA,23.66,0.43,9.57,14.46,32.86,2020,julio,2020-julio,2020-07-01
1372,HUELVA,26.84,0.0,12.94,20.66,33.03,2020,julio,2020-julio,2020-07-01
1373,HUESCA,22.67,0.41,10.34,14.28,31.06,2020,julio,2020-julio,2020-07-01
1374,ILLES BALEARS,25.55,0.08,11.18,20.52,30.6,2020,julio,2020-julio,2020-07-01
1375,JAEN,30.03,0.14,10.81,21.71,38.36,2020,julio,2020-julio,2020-07-01
1376,LA RIOJA,23.64,0.26,11.47,15.99,31.27,2020,julio,2020-julio,2020-07-01
1377,LAS PALMAS,24.7,0.0,10.9,21.61,27.79,2020,julio,2020-julio,2020-07-01
1378,LEON,23.53,0.19,12.7,14.98,32.1,2020,julio,2020-julio,2020-07-01
1379,LLEIDA,24.14,0.72,12.09,16.32,31.95,2020,julio,2020-julio,2020-07-01
1380,LUGO,19.35,0.02,8.86,13.01,25.72,2020,julio,2020-julio,2020-07-01
1381,MADRID,26.08,0.22,12.0,18.38,33.79,2020,julio,2020-julio,2020-07-01
1382,MALAGA,26.5,0.04,9.97,22.05,30.94,2020,julio,2020-julio,2020-07-01
1383,MURCIA,26.82,0.13,11.81,20.63,32.99,2020,julio,2020-julio,2020-07-01
1384,NAVARRA,22.27,0.27,10.47,15.22,29.27,2020,julio,2020-julio,2020-07-01
1385,OURENSE,22.79,0.15,10.85,13.42,32.17,2020,julio,2020-julio,2020-07-01
1386,PALENCIA,21.1,0.61,10.04,12.15,30.04,2020,julio,2020-julio,2020-07-01
1387,PONTEVEDRA,22.87,0.0,12.9,16.02,29.7,2020,julio,2020-julio,2020-07-01
1388,SALAMANCA,24.88,0.11,12.92,15.26,34.51,2020,julio,2020-julio,2020-07-01
1389,SEGOVIA,21.81,1.19,12.05,14.89,28.57,2020,julio,2020-julio,2020-07-01
1390,SEVILLA,29.5,0.09,12.46,20.72,38.27,2020,julio,2020-julio,2020-07-01
1391,SORIA,22.38,1.02,10.63,13.55,31.21,2020,julio,2020-julio,2020-07-01
1392,STA. CRUZ DE TENERIFE,23.67,0.0,10.37,20.18,27.17,2020,julio,2020-julio,2020-07-01
1393,TARRAGONA,26.75,0.05,11.6,20.47,33.03,2020,julio,2020-julio,2020-07-01
1394,TERUEL,24.36,0.42,11.26,15.71,33.02,2020,julio,2020-julio,2020-07-01
1395,TOLEDO,28.4,0.08,12.5,20.17,36.64,2020,julio,2020-julio,2020-07-01
1396,VALENCIA,26.21,0.34,10.87,20.85,31.57,2020,julio,2020-julio,2020-07-01
1397,VALLADOLID,23.7,0.72,11.91,14.49,32.91,2020,julio,2020-julio,2020-07-01
1398,ZAMORA,23.79,0.27,12.42,14.27,33.29,2020,julio,2020-julio,2020-07-01
1399,ZARAGOZA,25.14,0.59,11.52,17.36,32.93,2020,julio,2020-julio,2020-07-01
1400,A CORUÑA,19.47,3.04,7.09,15.71,23.22,2020,agosto,2020-agosto,2020-08-01
1401,ALBACETE,26.24,0.2,11.18,18.3,34.2,2020,agosto,2020-agosto,2020-08-01
1402,ALICANTE,26.68,0.38,10.96,20.51,32.85,2020,agosto,2020-agosto,2020-08-01
1403,ALMERIA,26.67,0.02,11.26,21.71,31.62,2020,agosto,2020-agosto,2020-08-01
1404,ARABA/ALAVA,20.2,1.43,7.59,12.26,28.15,2020,agosto,2020-agosto,2020-08-01
1405,ASTURIAS,18.99,3.23,6.44,15.17,22.82,2020,agosto,2020-agosto,2020-08-01
1406,AVILA,23.0,0.58,11.35,15.44,30.57,2020,agosto,2020-agosto,2020-08-01
1407,BADAJOZ,26.23,0.08,11.87,17.6,34.86,2020,agosto,2020-agosto,2020-08-01
1408,BARCELONA,25.31,1.21,9.52,20.61,30.01,2020,agosto,2020-agosto,2020-08-01
1409,BIZKAIA,21.32,2.33,5.98,17.36,25.28,2020,agosto,2020-agosto,2020-08-01
1410,BURGOS,20.06,0.91,8.33,11.59,28.55,2020,agosto,2020-agosto,2020-08-01
1411,CACERES,26.09,0.05,11.37,17.97,34.21,2020,agosto,2020-agosto,2020-08-01
1412,CADIZ,25.16,0.02,11.84,20.15,30.18,2020,agosto,2020-agosto,2020-08-01
1413,CANTABRIA,20.32,2.46,6.53,15.79,24.86,2020,agosto,2020-agosto,2020-08-01
1414,CASTELLON,23.56,0.82,9.9,17.82,29.31,2020,agosto,2020-agosto,2020-08-01
1415,CIUDAD REAL,26.21,0.55,10.05,17.91,34.51,2020,agosto,2020-agosto,2020-08-01
1416,CORDOBA,27.19,0.71,11.63,19.34,35.04,2020,agosto,2020-agosto,2020-08-01
1417,CUENCA,24.62,0.85,8.47,16.1,33.16,2020,agosto,2020-agosto,2020-08-01
1418,GIPUZKOA,21.35,3.17,6.81,16.78,25.91,2020,agosto,2020-agosto,2020-08-01
1419,GIRONA,22.21,2.03,9.14,15.31,29.11,2020,agosto,2020-agosto,2020-08-01
1420,GRANADA,26.28,0.01,11.67,16.55,36.01,2020,agosto,2020-agosto,2020-08-01
1421,GUADALAJARA,22.07,0.49,9.52,13.27,30.88,2020,agosto,2020-agosto,2020-08-01
1422,HUELVA,25.82,0.0,12.65,19.43,32.2,2020,agosto,2020-agosto,2020-08-01
1423,HUESCA,22.28,0.71,8.72,14.23,30.32,2020,agosto,2020-agosto,2020-08-01
1424,ILLES BALEARS,25.9,0.78,10.36,20.99,30.8,2020,agosto,2020-agosto,2020-08-01
1425,JAEN,27.6,0.31,10.7,19.45,35.76,2020,agosto,2020-agosto,2020-08-01
1426,LA RIOJA,23.25,1.1,9.13,16.02,30.47,2020,agosto,2020-agosto,2020-08-01
1427,LAS PALMAS,25.42,0.0,10.38,22.28,28.56,2020,agosto,2020-agosto,2020-08-01
1428,LEON,20.4,1.51,9.79,13.31,27.5,2020,agosto,2020-agosto,2020-08-01
1429,LLEIDA,24.29,0.39,10.61,16.58,32.01,2020,agosto,2020-agosto,2020-08-01
1430,LUGO,19.17,2.85,7.08,13.04,25.3,2020,agosto,2020-agosto,2020-08-01
1431,MADRID,23.15,0.92,11.17,16.03,30.27,2020,agosto,2020-agosto,2020-08-01
1432,MALAGA,26.93,0.03,10.83,21.84,32.02,2020,agosto,2020-agosto,2020-08-01
1433,MURCIA,27.37,0.15,10.96,20.84,33.9,2020,agosto,2020-agosto,2020-08-01
1434,NAVARRA,22.89,1.8,8.91,15.73,30.05,2020,agosto,2020-agosto,2020-08-01
1435,OURENSE,20.15,1.11,7.9,12.33,27.98,2020,agosto,2020-agosto,2020-08-01
1436,PALENCIA,19.66,0.63,8.0,11.48,27.85,2020,agosto,2020-agosto,2020-08-01
1437,PONTEVEDRA,20.13,2.62,8.78,15.3,24.96,2020,agosto,2020-agosto,2020-08-01
1438,SALAMANCA,22.03,0.25,11.28,13.01,31.04,2020,agosto,2020-agosto,2020-08-01
1439,SEGOVIA,21.89,0.83,11.15,14.9,28.87,2020,agosto,2020-agosto,2020-08-01
1440,SEVILLA,27.77,0.02,12.18,19.38,36.16,2020,agosto,2020-agosto,2020-08-01
1441,SORIA,20.91,0.53,10.07,12.66,29.16,2020,agosto,2020-agosto,2020-08-01
1442,STA. CRUZ DE TENERIFE,24.27,0.01,10.08,20.78,27.76,2020,agosto,2020-agosto,2020-08-01
1443,TARRAGONA,27.1,0.93,9.58,20.91,33.29,2020,agosto,2020-agosto,2020-08-01
1444,TERUEL,23.94,0.52,10.28,15.53,32.34,2020,agosto,2020-agosto,2020-08-01
1445,TOLEDO,25.75,0.48,11.9,17.93,33.56,2020,agosto,2020-agosto,2020-08-01
1446,VALENCIA,26.72,0.12,10.69,21.07,32.35,2020,agosto,2020-agosto,2020-08-01
1447,VALLADOLID,21.67,0.44,10.65,13.48,29.86,2020,agosto,2020-agosto,2020-08-01
1448,ZAMORA,21.32,0.93,10.31,13.12,29.53,2020,agosto,2020-agosto,2020-08-01
1449,ZARAGOZA,24.56,0.26,10.88,16.87,32.25,2020,agosto,2020-agosto,2020-08-01
1450,A CORUÑA,18.76,1.31,7.92,14.43,23.1,2020,septiembre,2020-septiembre,2020-09-01
1451,ALBACETE,20.78,0.75,9.04,13.92,27.64,2020,septiembre,2020-septiembre,2020-09-01
1452,ALICANTE,22.95,0.17,9.44,17.08,28.81,2020,septiembre,2020-septiembre,2020-09-01
1453,ALMERIA,23.45,0.26,9.01,18.74,28.15,2020,septiembre,2020-septiembre,2020-09-01
1454,ARABA/ALAVA,17.2,2.42,7.3,9.52,24.9,2020,septiembre,2020-septiembre,2020-09-01
1455,ASTURIAS,17.66,2.35,6.99,13.88,21.44,2020,septiembre,2020-septiembre,2020-09-01
1456,AVILA,19.65,2.32,9.26,12.84,26.45,2020,septiembre,2020-septiembre,2020-09-01
1457,BADAJOZ,23.34,0.89,9.14,15.76,30.92,2020,septiembre,2020-septiembre,2020-09-01
1458,BARCELONA,21.52,2.29,7.84,16.55,26.49,2020,septiembre,2020-septiembre,2020-09-01
1459,BIZKAIA,19.86,2.5,6.8,15.54,24.18,2020,septiembre,2020-septiembre,2020-09-01
1460,BURGOS,16.46,1.8,7.18,8.83,24.09,2020,septiembre,2020-septiembre,2020-09-01
1461,CACERES,22.92,1.04,9.23,15.96,29.89,2020,septiembre,2020-septiembre,2020-09-01
1462,CADIZ,23.58,0.16,9.22,18.83,28.33,2020,septiembre,2020-septiembre,2020-09-01
1463,CANTABRIA,18.28,3.04,7.61,13.54,23.04,2020,septiembre,2020-septiembre,2020-09-01
1464,CASTELLON,19.52,0.76,8.79,13.96,25.1,2020,septiembre,2020-septiembre,2020-09-01
1465,CIUDAD REAL,21.41,0.61,8.3,14.09,28.73,2020,septiembre,2020-septiembre,2020-09-01
1466,CORDOBA,23.26,0.42,9.06,16.42,30.11,2020,septiembre,2020-septiembre,2020-09-01
1467,CUENCA,19.72,0.93,7.74,12.23,27.22,2020,septiembre,2020-septiembre,2020-09-01
1468,GIPUZKOA,19.11,4.1,6.63,14.26,23.95,2020,septiembre,2020-septiembre,2020-09-01
1469,GIRONA,17.7,1.96,7.12,11.48,23.94,2020,septiembre,2020-septiembre,2020-09-01
1470,GRANADA,21.53,0.36,8.55,13.0,30.06,2020,septiembre,2020-septiembre,2020-09-01
1471,GUADALAJARA,17.25,1.32,7.28,9.31,25.19,2020,septiembre,2020-septiembre,2020-09-01
1472,HUELVA,23.41,0.54,10.11,17.78,29.04,2020,septiembre,2020-septiembre,2020-09-01
1473,HUESCA,17.83,2.49,7.09,11.01,24.64,2020,septiembre,2020-septiembre,2020-09-01
1474,ILLES BALEARS,22.35,2.69,8.79,17.68,27.0,2020,septiembre,2020-septiembre,2020-09-01
1475,JAEN,23.25,0.11,7.66,16.15,30.35,2020,septiembre,2020-septiembre,2020-09-01
1476,LA RIOJA,19.75,0.48,9.04,12.68,26.8,2020,septiembre,2020-septiembre,2020-09-01
1477,LAS PALMAS,25.35,0.04,9.07,22.19,28.5,2020,septiembre,2020-septiembre,2020-09-01
1478,LEON,18.33,1.21,9.06,11.3,25.38,2020,septiembre,2020-septiembre,2020-09-01
1479,LLEIDA,19.44,0.62,9.25,12.19,26.7,2020,septiembre,2020-septiembre,2020-09-01
1480,LUGO,17.46,1.67,7.24,10.92,24.01,2020,septiembre,2020-septiembre,2020-09-01
1481,MADRID,18.95,2.41,8.46,12.76,25.14,2020,septiembre,2020-septiembre,2020-09-01
1482,MALAGA,23.88,0.25,8.77,19.61,28.15,2020,septiembre,2020-septiembre,2020-09-01
1483,MURCIA,23.32,0.24,8.81,17.31,29.33,2020,septiembre,2020-septiembre,2020-09-01
1484,NAVARRA,19.1,1.94,7.84,12.49,25.7,2020,septiembre,2020-septiembre,2020-09-01
1485,OURENSE,18.34,1.49,7.19,10.3,26.38,2020,septiembre,2020-septiembre,2020-09-01
1486,PALENCIA,16.71,1.0,7.21,9.39,24.02,2020,septiembre,2020-septiembre,2020-09-01
1487,PONTEVEDRA,19.79,2.72,8.25,14.3,25.29,2020,septiembre,2020-septiembre,2020-09-01
1488,SALAMANCA,19.03,0.92,9.3,10.89,27.18,2020,septiembre,2020-septiembre,2020-09-01
1489,SEGOVIA,18.16,2.3,8.86,12.15,24.18,2020,septiembre,2020-septiembre,2020-09-01
1490,SEVILLA,24.38,0.49,9.08,17.16,31.61,2020,septiembre,2020-septiembre,2020-09-01
1491,SORIA,16.79,0.87,8.47,9.61,23.94,2020,septiembre,2020-septiembre,2020-09-01
1492,STA. CRUZ DE TENERIFE,23.8,0.08,8.01,20.56,27.06,2020,septiembre,2020-septiembre,2020-09-01
1493,TARRAGONA,23.02,0.62,8.6,16.72,29.32,2020,septiembre,2020-septiembre,2020-09-01
1494,TERUEL,19.12,0.41,8.43,11.59,26.65,2020,septiembre,2020-septiembre,2020-09-01
1495,TOLEDO,21.33,0.99,9.79,14.51,28.15,2020,septiembre,2020-septiembre,2020-09-01
1496,VALENCIA,22.92,0.58,8.9,17.29,28.57,2020,septiembre,2020-septiembre,2020-09-01
1497,VALLADOLID,18.43,1.36,8.91,11.13,25.74,2020,septiembre,2020-septiembre,2020-09-01
1498,ZAMORA,18.34,0.8,8.84,10.47,26.19,2020,septiembre,2020-septiembre,2020-09-01
1499,ZARAGOZA,19.99,0.81,8.61,13.1,26.89,2020,septiembre,2020-septiembre,2020-09-01
1500,A CORUÑA,13.43,4.03,4.4,10.24,16.63,2020,noviembre,2020-noviembre,2020-11-01
1501,ALBACETE,11.84,2.66,5.83,6.51,17.16,2020,noviembre,2020-noviembre,2020-11-01
1502,ALICANTE,15.72,1.0,6.61,10.23,21.2,2020,noviembre,2020-noviembre,2020-11-01
1503,ALMERIA,16.32,1.28,6.93,11.7,20.94,2020,noviembre,2020-noviembre,2020-11-01
1504,ARABA/ALAVA,9.75,1.06,4.53,4.36,15.13,2020,noviembre,2020-noviembre,2020-11-01
1505,ASTURIAS,12.39,1.25,4.7,8.55,16.23,2020,noviembre,2020-noviembre,2020-11-01
1506,AVILA,10.7,3.15,4.48,5.98,15.35,2020,noviembre,2020-noviembre,2020-11-01
1507,BADAJOZ,14.37,2.48,4.9,9.71,19.03,2020,noviembre,2020-noviembre,2020-11-01
1508,BARCELONA,14.05,2.15,4.78,9.85,18.25,2020,noviembre,2020-noviembre,2020-11-01
1509,BIZKAIA,15.1,1.64,4.43,11.21,19.0,2020,noviembre,2020-noviembre,2020-11-01
1510,BURGOS,8.9,0.7,3.8,3.05,14.69,2020,noviembre,2020-noviembre,2020-11-01
1511,CACERES,13.14,4.03,4.0,9.34,16.95,2020,noviembre,2020-noviembre,2020-11-01
1512,CADIZ,16.59,4.33,5.99,12.68,20.5,2020,noviembre,2020-noviembre,2020-11-01
1513,CANTABRIA,13.27,0.9,4.97,8.98,17.56,2020,noviembre,2020-noviembre,2020-11-01
1514,CASTELLON,11.37,5.17,5.98,7.03,15.7,2020,noviembre,2020-noviembre,2020-11-01
1515,CIUDAD REAL,11.84,1.66,4.72,6.25,17.42,2020,noviembre,2020-noviembre,2020-11-01
1516,CORDOBA,14.52,2.8,5.86,9.86,19.19,2020,noviembre,2020-noviembre,2020-11-01
1517,CUENCA,11.03,2.06,5.16,5.17,16.88,2020,noviembre,2020-noviembre,2020-11-01
1518,GIPUZKOA,13.2,2.02,4.15,8.83,17.58,2020,noviembre,2020-noviembre,2020-11-01
1519,GIRONA,10.07,4.75,5.06,4.58,15.57,2020,noviembre,2020-noviembre,2020-11-01
1520,GRANADA,12.83,1.98,6.32,5.56,20.1,2020,noviembre,2020-noviembre,2020-11-01
1521,GUADALAJARA,9.14,1.12,4.38,3.12,15.14,2020,noviembre,2020-noviembre,2020-11-01
1522,HUELVA,16.3,5.39,6.08,12.05,20.56,2020,noviembre,2020-noviembre,2020-11-01
1523,HUESCA,9.73,1.79,4.82,4.58,14.87,2020,noviembre,2020-noviembre,2020-11-01
1524,ILLES BALEARS,15.78,0.93,5.51,11.81,19.75,2020,noviembre,2020-noviembre,2020-11-01
1525,JAEN,13.9,2.08,5.52,8.82,18.98,2020,noviembre,2020-noviembre,2020-11-01
1526,LA RIOJA,10.23,1.27,3.92,5.42,15.05,2020,noviembre,2020-noviembre,2020-11-01
1527,LAS PALMAS,21.89,0.82,6.55,18.69,25.09,2020,noviembre,2020-noviembre,2020-11-01
1528,LEON,8.42,1.9,4.28,3.84,13.0,2020,noviembre,2020-noviembre,2020-11-01
1529,LLEIDA,9.51,1.84,4.89,3.97,15.07,2020,noviembre,2020-noviembre,2020-11-01
1530,LUGO,10.69,3.65,4.08,5.73,15.64,2020,noviembre,2020-noviembre,2020-11-01
1531,MADRID,9.97,2.5,4.23,5.83,14.12,2020,noviembre,2020-noviembre,2020-11-01
1532,MALAGA,16.96,2.66,3.32,13.4,20.51,2020,noviembre,2020-noviembre,2020-11-01
1533,MURCIA,15.65,0.7,6.35,10.38,20.9,2020,noviembre,2020-noviembre,2020-11-01
1534,NAVARRA,10.63,0.97,4.66,5.34,15.92,2020,noviembre,2020-noviembre,2020-11-01
1535,OURENSE,10.81,2.24,3.74,5.93,15.69,2020,noviembre,2020-noviembre,2020-11-01
1536,PALENCIA,8.76,0.43,4.46,3.58,13.94,2020,noviembre,2020-noviembre,2020-11-01
1537,PONTEVEDRA,13.3,3.91,4.62,9.4,17.18,2020,noviembre,2020-noviembre,2020-11-01
1538,SALAMANCA,10.75,1.51,4.47,5.39,16.1,2020,noviembre,2020-noviembre,2020-11-01
1539,SEGOVIA,10.3,0.95,5.14,5.94,14.68,2020,noviembre,2020-noviembre,2020-11-01
1540,SEVILLA,15.93,3.26,6.29,10.44,21.43,2020,noviembre,2020-noviembre,2020-11-01
1541,SORIA,8.95,1.3,5.15,3.38,14.53,2020,noviembre,2020-noviembre,2020-11-01
1542,STA. CRUZ DE TENERIFE,20.02,1.47,6.1,16.84,23.21,2020,noviembre,2020-noviembre,2020-11-01
1543,TARRAGONA,14.38,3.38,5.72,9.0,19.76,2020,noviembre,2020-noviembre,2020-11-01
1544,TERUEL,10.07,2.17,5.44,4.14,16.01,2020,noviembre,2020-noviembre,2020-11-01
1545,TOLEDO,11.58,1.37,4.73,7.12,16.04,2020,noviembre,2020-noviembre,2020-11-01
1546,VALENCIA,14.89,5.47,5.88,10.03,19.75,2020,noviembre,2020-noviembre,2020-11-01
1547,VALLADOLID,9.59,0.95,4.44,4.56,14.62,2020,noviembre,2020-noviembre,2020-11-01
1548,ZAMORA,9.58,1.19,3.47,5.14,14.04,2020,noviembre,2020-noviembre,2020-11-01
1549,ZARAGOZA,10.52,1.19,4.72,5.18,15.85,2020,noviembre,2020-noviembre,2020-11-01
1550,A CORUÑA,10.23,7.78,2.1,7.64,12.83,2020,diciembre,2020-diciembre,2020-12-01
1551,ALBACETE,6.78,0.71,5.11,2.02,11.52,2020,diciembre,2020-diciembre,2020-12-01
1552,ALICANTE,11.99,0.19,6.62,6.38,17.6,2020,diciembre,2020-diciembre,2020-12-01
1553,ALMERIA,12.79,0.04,7.09,8.02,17.56,2020,diciembre,2020-diciembre,2020-12-01
1554,ARABA/ALAVA,6.26,5.54,2.39,2.93,9.59,2020,diciembre,2020-diciembre,2020-12-01
1555,ASTURIAS,8.77,9.16,1.97,5.72,11.84,2020,diciembre,2020-diciembre,2020-12-01
1556,AVILA,5.94,1.29,3.83,2.01,9.87,2020,diciembre,2020-diciembre,2020-12-01
1557,BADAJOZ,9.48,1.43,3.92,5.61,13.35,2020,diciembre,2020-diciembre,2020-12-01
1558,BARCELONA,9.5,0.51,4.26,5.44,13.54,2020,diciembre,2020-diciembre,2020-12-01
1559,BIZKAIA,11.35,10.57,1.73,8.24,14.45,2020,diciembre,2020-diciembre,2020-12-01
1560,BURGOS,4.62,2.31,1.62,0.94,8.28,2020,diciembre,2020-diciembre,2020-12-01
1561,CACERES,8.8,1.33,4.35,5.17,12.43,2020,diciembre,2020-diciembre,2020-12-01
1562,CADIZ,12.56,3.03,4.98,9.07,16.05,2020,diciembre,2020-diciembre,2020-12-01
1563,CANTABRIA,9.21,10.27,1.89,5.87,12.55,2020,diciembre,2020-diciembre,2020-12-01
1564,CASTELLON,7.9,0.39,6.81,3.61,12.18,2020,diciembre,2020-diciembre,2020-12-01
1565,CIUDAD REAL,7.17,1.09,4.31,2.76,11.57,2020,diciembre,2020-diciembre,2020-12-01
1566,CORDOBA,8.99,1.28,4.97,5.08,12.9,2020,diciembre,2020-diciembre,2020-12-01
1567,CUENCA,5.77,1.99,5.0,1.03,10.52,2020,diciembre,2020-diciembre,2020-12-01
1568,GIPUZKOA,9.27,14.06,1.5,6.34,12.2,2020,diciembre,2020-diciembre,2020-12-01
1569,GIRONA,5.28,0.44,3.81,0.13,10.41,2020,diciembre,2020-diciembre,2020-12-01
1570,GRANADA,7.46,0.81,4.8,1.84,13.1,2020,diciembre,2020-diciembre,2020-12-01
1571,GUADALAJARA,4.7,1.09,3.8,0.13,9.26,2020,diciembre,2020-diciembre,2020-12-01
1572,HUELVA,12.28,1.55,5.75,8.17,16.39,2020,diciembre,2020-diciembre,2020-12-01
1573,HUESCA,4.04,5.04,2.74,0.52,7.56,2020,diciembre,2020-diciembre,2020-12-01
1574,ILLES BALEARS,11.49,1.67,4.97,7.48,15.51,2020,diciembre,2020-diciembre,2020-12-01
1575,JAEN,8.62,1.49,4.51,4.46,12.78,2020,diciembre,2020-diciembre,2020-12-01
1576,LA RIOJA,6.93,2.09,3.0,3.71,10.12,2020,diciembre,2020-diciembre,2020-12-01
1577,LAS PALMAS,19.51,0.23,6.61,16.65,22.36,2020,diciembre,2020-diciembre,2020-12-01
1578,LEON,3.55,2.85,2.25,-0.01,7.13,2020,diciembre,2020-diciembre,2020-12-01
1579,LLEIDA,4.19,1.88,4.39,-0.42,8.81,2020,diciembre,2020-diciembre,2020-12-01
1580,LUGO,7.21,8.91,1.58,4.0,10.45,2020,diciembre,2020-diciembre,2020-12-01
1581,MADRID,5.27,1.73,3.86,1.73,8.8,2020,diciembre,2020-diciembre,2020-12-01
1582,MALAGA,13.42,0.62,3.46,9.5,17.34,2020,diciembre,2020-diciembre,2020-12-01
1583,MURCIA,11.4,0.13,6.38,5.41,17.39,2020,diciembre,2020-diciembre,2020-12-01
1584,NAVARRA,6.63,6.14,1.85,3.41,9.84,2020,diciembre,2020-diciembre,2020-12-01
1585,OURENSE,6.55,5.74,2.05,2.77,10.32,2020,diciembre,2020-diciembre,2020-12-01
1586,PALENCIA,3.98,1.61,3.05,-0.05,8.01,2020,diciembre,2020-diciembre,2020-12-01
1587,PONTEVEDRA,9.2,14.93,2.17,6.25,12.15,2020,diciembre,2020-diciembre,2020-12-01
1588,SALAMANCA,6.0,1.41,3.49,1.72,10.28,2020,diciembre,2020-diciembre,2020-12-01
1589,SEGOVIA,4.0,2.26,2.39,0.96,7.04,2020,diciembre,2020-diciembre,2020-12-01
1590,SEVILLA,10.84,1.11,5.1,6.16,15.52,2020,diciembre,2020-diciembre,2020-12-01
1591,SORIA,4.08,2.37,3.08,0.64,7.51,2020,diciembre,2020-diciembre,2020-12-01
1592,STA. CRUZ DE TENERIFE,17.4,1.29,5.37,14.6,20.2,2020,diciembre,2020-diciembre,2020-12-01
1593,TARRAGONA,10.54,0.31,5.55,5.96,15.12,2020,diciembre,2020-diciembre,2020-12-01
1594,TERUEL,6.18,0.82,5.12,1.09,11.27,2020,diciembre,2020-diciembre,2020-12-01
1595,TOLEDO,7.1,0.86,5.29,2.96,11.22,2020,diciembre,2020-diciembre,2020-12-01
1596,VALENCIA,11.49,0.25,6.88,6.41,16.59,2020,diciembre,2020-diciembre,2020-12-01
1597,VALLADOLID,5.12,1.05,3.21,1.18,9.06,2020,diciembre,2020-diciembre,2020-12-01
1598,ZAMORA,5.66,0.98,3.23,1.8,9.51,2020,diciembre,2020-diciembre,2020-12-01
1599,ZARAGOZA,6.73,1.39,3.86,2.91,10.56,2020,diciembre,2020-diciembre,2020-12-01
1600,A CORUÑA,8.94,5.84,3.2,6.2,11.68,2021,enero,2021-enero,2021-01-01
1601,ALBACETE,4.44,1.71,5.0,0.24,8.64,2021,enero,2021-enero,2021-01-01
1602,ALICANTE,10.77,2.06,6.38,5.43,16.12,2021,enero,2021-enero,2021-01-01
1603,ALMERIA,11.32,1.75,6.55,6.75,15.88,2021,enero,2021-enero,2021-01-01
1604,ARABA/ALAVA,4.75,2.81,2.67,1.0,8.51,2021,enero,2021-enero,2021-01-01
1605,ASTURIAS,7.28,5.29,3.57,3.9,10.66,2021,enero,2021-enero,2021-01-01
1606,AVILA,4.44,1.64,4.63,-0.19,9.08,2021,enero,2021-enero,2021-01-01
1607,BADAJOZ,7.51,1.95,4.36,2.95,12.08,2021,enero,2021-enero,2021-01-01
1608,BARCELONA,7.95,0.73,4.6,3.8,12.11,2021,enero,2021-enero,2021-01-01
1609,BIZKAIA,8.75,4.5,1.4,5.34,12.16,2021,enero,2021-enero,2021-01-01
