,provincia,media_tmed,media_prec,media_sol,media_tmin,media_tmax,año,mes,fecha_str,fecha
1610,BURGOS,2.33,1.77,2.25,-2.03,6.69,2021,enero,2021-enero,2021-01-01
1611,CACERES,6.99,1.66,5.11,2.58,11.4,2021,enero,2021-enero,2021-01-01
1612,CADIZ,10.55,5.94,4.86,7.09,14.02,2021,enero,2021-enero,2021-01-01
1613,CANTABRIA,7.4,5.18,2.97,3.9,10.9,2021,enero,2021-enero,2021-01-01
1614,CASTELLON,6.01,0.64,6.3,1.92,10.09,2021,enero,2021-enero,2021-01-01
1615,CIUDAD REAL,5.58,1.93,4.47,0.74,10.42,2021,enero,2021-enero,2021-01-01
1616,CORDOBA,7.91,2.49,4.62,3.56,12.24,2021,enero,2021-enero,2021-01-01
1617,CUENCA,3.79,2.8,4.32,-1.14,8.73,2021,enero,2021-enero,2021-01-01
1618,GIPUZKOA,7.41,6.49,1.75,4.45,10.36,2021,enero,2021-enero,2021-01-01
1619,GIRONA,3.74,1.0,4.69,-1.81,9.29,2021,enero,2021-enero,2021-01-01
1620,GRANADA,6.65,1.38,5.13,0.62,12.67,2021,enero,2021-enero,2021-01-01
1621,GUADALAJARA,1.64,1.6,4.16,-3.66,6.95,2021,enero,2021-enero,2021-01-01
1622,HUELVA,10.55,1.6,5.74,6.23,14.87,2021,enero,2021-enero,2021-01-01
1623,HUESCA,2.74,3.86,4.06,-1.78,7.26,2021,enero,2021-enero,2021-01-01
1624,ILLES BALEARS,10.1,2.72,5.26,6.11,14.08,2021,enero,2021-enero,2021-01-01
1625,JAEN,8.12,2.55,4.52,3.49,12.73,2021,enero,2021-enero,2021-01-01
1626,LA RIOJA,6.09,2.23,3.89,1.98,10.19,2021,enero,2021-enero,2021-01-01
1627,LAS PALMAS,18.42,0.83,6.44,15.43,21.41,2021,enero,2021-enero,2021-01-01
1628,LEON,2.52,1.48,3.97,-2.02,7.06,2021,enero,2021-enero,2021-01-01
1629,LLEIDA,2.71,2.56,5.02,-2.47,7.91,2021,enero,2021-enero,2021-01-01
1630,LUGO,5.75,4.87,2.09,2.42,9.05,2021,enero,2021-enero,2021-01-01
1631,MADRID,2.87,2.02,4.59,-1.18,6.93,2021,enero,2021-enero,2021-01-01
1632,MALAGA,12.2,5.85,3.69,8.16,16.26,2021,enero,2021-enero,2021-01-01
1633,MURCIA,10.32,1.21,6.06,4.77,15.84,2021,enero,2021-enero,2021-01-01
1634,NAVARRA,5.48,2.75,2.61,1.81,9.15,2021,enero,2021-enero,2021-01-01
1635,OURENSE,5.2,3.47,3.25,0.96,9.43,2021,enero,2021-enero,2021-01-01
1636,PALENCIA,2.19,2.08,4.25,-2.1,6.48,2021,enero,2021-enero,2021-01-01
1637,PONTEVEDRA,8.05,9.2,4.13,4.67,11.45,2021,enero,2021-enero,2021-01-01
1638,SALAMANCA,4.27,1.2,4.89,-0.76,9.3,2021,enero,2021-enero,2021-01-01
1639,SEGOVIA,0.91,3.28,3.01,-2.62,4.44,2021,enero,2021-enero,2021-01-01
1640,SEVILLA,9.37,2.95,5.79,4.26,14.46,2021,enero,2021-enero,2021-01-01
1641,SORIA,1.98,2.66,4.46,-2.92,6.87,2021,enero,2021-enero,2021-01-01
1642,STA. CRUZ DE TENERIFE,16.61,1.9,5.75,13.65,19.58,2021,enero,2021-enero,2021-01-01
1643,TARRAGONA,9.34,1.2,5.94,4.5,14.19,2021,enero,2021-enero,2021-01-01
1644,TERUEL,3.6,1.51,4.98,-1.43,8.63,2021,enero,2021-enero,2021-01-01
1645,TOLEDO,4.29,1.57,5.75,-0.15,8.73,2021,enero,2021-enero,2021-01-01
1646,VALENCIA,10.13,1.58,6.07,5.15,15.1,2021,enero,2021-enero,2021-01-01
1647,VALLADOLID,3.03,0.84,3.73,-0.95,7.01,2021,enero,2021-enero,2021-01-01
1648,ZAMORA,3.69,1.43,4.39,-0.87,8.25,2021,enero,2021-enero,2021-01-01
1649,ZARAGOZA,4.78,1.67,4.81,0.46,9.11,2021,enero,2021-enero,2021-01-01
1650,A CORUÑA,11.55,8.8,3.9,8.73,14.36,2021,febrero,2021-febrero,2021-02-01
1651,ALBACETE,9.75,0.42,5.93,4.59,14.9,2021,febrero,2021-febrero,2021-02-01
1652,ALICANTE,13.3,0.1,6.92,7.9,18.7,2021,febrero,2021-febrero,2021-02-01
1653,ALMERIA,14.03,0.15,4.17,9.43,18.63,2021,febrero,2021-febrero,2021-02-01
1654,ARABA/ALAVA,9.1,1.69,3.92,4.37,13.83,2021,febrero,2021-febrero,2021-02-01
1655,ASTURIAS,10.34,4.34,3.42,6.84,13.85,2021,febrero,2021-febrero,2021-02-01
1656,AVILA,9.03,2.05,5.28,4.51,13.54,2021,febrero,2021-febrero,2021-02-01
1657,BADAJOZ,11.75,2.49,5.16,7.14,16.37,2021,febrero,2021-febrero,2021-02-01
1658,BARCELONA,11.59,0.75,4.74,7.81,15.37,2021,febrero,2021-febrero,2021-02-01
1659,BIZKAIA,13.02,3.24,2.38,9.08,16.97,2021,febrero,2021-febrero,2021-02-01
1660,BURGOS,7.56,2.94,3.4,2.84,12.26,2021,febrero,2021-febrero,2021-02-01
1661,CACERES,11.47,3.93,5.53,7.47,15.46,2021,febrero,2021-febrero,2021-02-01
1662,CADIZ,13.66,4.47,5.65,10.22,17.1,2021,febrero,2021-febrero,2021-02-01
1663,CANTABRIA,11.4,3.27,3.46,7.59,15.21,2021,febrero,2021-febrero,2021-02-01
1664,CASTELLON,9.54,0.56,5.98,5.35,13.74,2021,febrero,2021-febrero,2021-02-01
1665,CIUDAD REAL,10.47,1.13,6.44,4.69,16.24,2021,febrero,2021-febrero,2021-02-01
1666,CORDOBA,11.62,1.83,5.67,6.94,16.29,2021,febrero,2021-febrero,2021-02-01
1667,CUENCA,9.42,2.65,5.43,3.9,14.94,2021,febrero,2021-febrero,2021-02-01
1668,GIPUZKOA,12.22,4.1,2.92,8.52,15.92,2021,febrero,2021-febrero,2021-02-01
1669,GIRONA,8.42,1.45,5.12,3.24,13.6,2021,febrero,2021-febrero,2021-02-01
1670,GRANADA,10.7,1.02,6.21,4.07,17.35,2021,febrero,2021-febrero,2021-02-01
1671,GUADALAJARA,7.97,2.01,5.46,2.14,13.79,2021,febrero,2021-febrero,2021-02-01
1672,HUELVA,13.44,3.11,5.4,9.48,17.41,2021,febrero,2021-febrero,2021-02-01
1673,HUESCA,8.12,2.83,4.41,3.41,12.83,2021,febrero,2021-febrero,2021-02-01
1674,ILLES BALEARS,12.48,0.22,5.97,8.19,16.78,2021,febrero,2021-febrero,2021-02-01
1675,JAEN,11.72,1.92,6.32,6.72,16.71,2021,febrero,2021-febrero,2021-02-01
1676,LA RIOJA,9.88,1.44,4.35,5.21,14.57,2021,febrero,2021-febrero,2021-02-01
1677,LAS PALMAS,18.44,0.74,7.71,15.21,21.65,2021,febrero,2021-febrero,2021-02-01
1678,LEON,5.93,3.65,3.62,1.87,9.98,2021,febrero,2021-febrero,2021-02-01
1679,LLEIDA,9.0,1.65,5.23,3.26,14.74,2021,febrero,2021-febrero,2021-02-01
1680,LUGO,9.58,6.28,3.61,5.68,13.48,2021,febrero,2021-febrero,2021-02-01
1681,MADRID,8.23,2.26,5.03,3.95,12.5,2021,febrero,2021-febrero,2021-02-01
1682,MALAGA,14.36,1.16,4.64,10.71,18.01,2021,febrero,2021-febrero,2021-02-01
1683,MURCIA,13.4,0.03,5.93,8.1,18.71,2021,febrero,2021-febrero,2021-02-01
1684,NAVARRA,10.5,3.14,3.51,5.93,15.07,2021,febrero,2021-febrero,2021-02-01
1685,OURENSE,8.87,7.61,3.16,4.53,13.2,2021,febrero,2021-febrero,2021-02-01
1686,PALENCIA,6.82,2.72,4.1,2.28,11.35,2021,febrero,2021-febrero,2021-02-01
1687,PONTEVEDRA,11.25,11.27,3.55,8.03,14.48,2021,febrero,2021-febrero,2021-02-01
1688,SALAMANCA,7.74,4.05,4.51,3.62,11.85,2021,febrero,2021-febrero,2021-02-01
1689,SEGOVIA,5.89,4.37,4.12,2.4,9.38,2021,febrero,2021-febrero,2021-02-01
1690,SEVILLA,12.67,1.67,5.33,7.61,17.72,2021,febrero,2021-febrero,2021-02-01
1691,SORIA,7.33,2.35,4.7,2.61,12.06,2021,febrero,2021-febrero,2021-02-01
1692,STA. CRUZ DE TENERIFE,16.51,1.43,7.63,13.16,19.86,2021,febrero,2021-febrero,2021-02-01
1693,TARRAGONA,12.58,0.46,4.43,8.07,17.11,2021,febrero,2021-febrero,2021-02-01
1694,TERUEL,9.76,0.59,6.47,3.68,15.84,2021,febrero,2021-febrero,2021-02-01
1695,TOLEDO,10.37,1.68,6.61,5.27,15.47,2021,febrero,2021-febrero,2021-02-01
1696,VALENCIA,13.38,0.48,5.45,9.06,17.71,2021,febrero,2021-febrero,2021-02-01
1697,VALLADOLID,8.55,2.47,4.58,4.01,13.08,2021,febrero,2021-febrero,2021-02-01
1698,ZAMORA,8.17,3.35,4.03,4.03,12.32,2021,febrero,2021-febrero,2021-02-01
1699,ZARAGOZA,10.5,1.33,5.37,5.49,15.52,2021,febrero,2021-febrero,2021-02-01
1700,A CORUÑA,11.59,0.65,6.93,7.18,15.99,2021,marzo,2021-marzo,2021-03-01
1701,ALBACETE,9.63,0.75,7.02,3.67,15.6,2021,marzo,2021-marzo,2021-03-01
1702,ALICANTE,12.77,2.65,7.26,7.56,17.98,2021,marzo,2021-marzo,2021-03-01
1703,ALMERIA,14.37,1.1,3.51,9.66,19.07,2021,marzo,2021-marzo,2021-03-01
1704,ARABA/ALAVA,8.36,1.03,5.34,2.67,14.03,2021,marzo,2021-marzo,2021-03-01
1705,ASTURIAS,9.88,0.89,5.59,5.91,13.85,2021,marzo,2021-marzo,2021-03-01
1706,AVILA,9.58,0.19,7.53,3.76,15.41,2021,marzo,2021-marzo,2021-03-01
1707,BADAJOZ,13.04,0.27,8.97,6.23,19.84,2021,marzo,2021-marzo,2021-03-01
1708,BARCELONA,11.57,0.38,5.97,6.93,16.21,2021,marzo,2021-marzo,2021-03-01
1709,BIZKAIA,12.18,1.0,4.57,8.12,16.24,2021,marzo,2021-marzo,2021-03-01
1710,BURGOS,7.47,0.3,6.47,0.97,13.97,2021,marzo,2021-marzo,2021-03-01
1711,CACERES,12.6,0.11,8.78,6.46,18.74,2021,marzo,2021-marzo,2021-03-01
1712,CADIZ,14.29,1.46,7.74,9.81,18.76,2021,marzo,2021-marzo,2021-03-01
1713,CANTABRIA,10.57,0.84,5.67,6.33,14.8,2021,marzo,2021-marzo,2021-03-01
1714,CASTELLON,8.54,0.94,7.69,3.9,13.18,2021,marzo,2021-marzo,2021-03-01
1715,CIUDAD REAL,10.92,0.24,8.14,3.8,18.04,2021,marzo,2021-marzo,2021-03-01
1716,CORDOBA,13.11,0.34,9.55,6.65,19.57,2021,marzo,2021-marzo,2021-03-01
1717,CUENCA,9.9,0.43,7.51,2.95,16.86,2021,marzo,2021-marzo,2021-03-01
1718,GIPUZKOA,11.04,1.62,5.08,7.14,14.92,2021,marzo,2021-marzo,2021-03-01
1719,GIRONA,8.34,0.47,6.91,1.83,14.84,2021,marzo,2021-marzo,2021-03-01
1720,GRANADA,10.98,0.31,7.92,2.93,19.01,2021,marzo,2021-marzo,2021-03-01
1721,GUADALAJARA,7.94,0.14,7.52,0.44,15.43,2021,marzo,2021-marzo,2021-03-01
1722,HUELVA,14.82,0.79,9.26,9.18,20.45,2021,marzo,2021-marzo,2021-03-01
1723,HUESCA,8.58,0.21,7.41,2.34,14.82,2021,marzo,2021-marzo,2021-03-01
1724,ILLES BALEARS,12.07,1.88,7.03,7.89,16.24,2021,marzo,2021-marzo,2021-03-01
1725,JAEN,12.81,0.22,8.01,6.3,19.33,2021,marzo,2021-marzo,2021-03-01
1726,LA RIOJA,10.3,0.3,6.64,4.92,15.7,2021,marzo,2021-marzo,2021-03-01
1727,LAS PALMAS,19.33,0.14,8.72,16.14,22.53,2021,marzo,2021-marzo,2021-03-01
1728,LEON,7.2,0.78,7.79,0.56,13.84,2021,marzo,2021-marzo,2021-03-01
1729,LLEIDA,9.38,0.32,8.54,2.25,16.51,2021,marzo,2021-marzo,2021-03-01
1730,LUGO,8.86,0.76,6.25,2.08,15.63,2021,marzo,2021-marzo,2021-03-01
1731,MADRID,8.97,0.2,7.1,3.14,14.82,2021,marzo,2021-marzo,2021-03-01
1732,MALAGA,14.77,1.77,7.41,10.13,19.42,2021,marzo,2021-marzo,2021-03-01
1733,MURCIA,13.07,2.02,6.65,7.88,18.25,2021,marzo,2021-marzo,2021-03-01
1734,NAVARRA,9.85,0.54,5.83,4.37,15.34,2021,marzo,2021-marzo,2021-03-01
1735,OURENSE,9.81,0.24,6.28,2.33,17.27,2021,marzo,2021-marzo,2021-03-01
1736,PALENCIA,7.73,0.25,7.61,1.11,14.36,2021,marzo,2021-marzo,2021-03-01
1737,PONTEVEDRA,12.2,0.92,7.53,6.93,17.47,2021,marzo,2021-marzo,2021-03-01
1738,SALAMANCA,8.14,0.2,8.02,1.71,14.56,2021,marzo,2021-marzo,2021-03-01
1739,SEGOVIA,6.03,0.36,6.97,1.39,10.67,2021,marzo,2021-marzo,2021-03-01
1740,SEVILLA,13.74,0.83,7.97,6.9,20.57,2021,marzo,2021-marzo,2021-03-01
1741,SORIA,7.48,0.6,7.42,1.5,13.44,2021,marzo,2021-marzo,2021-03-01
1742,STA. CRUZ DE TENERIFE,17.3,0.48,7.88,14.01,20.6,2021,marzo,2021-marzo,2021-03-01
1743,TARRAGONA,13.1,0.26,7.52,7.34,18.88,2021,marzo,2021-marzo,2021-03-01
1744,TERUEL,9.44,0.18,7.42,2.77,16.11,2021,marzo,2021-marzo,2021-03-01
1745,TOLEDO,11.07,0.32,8.14,4.52,17.62,2021,marzo,2021-marzo,2021-03-01
1746,VALENCIA,12.5,1.64,6.96,7.53,17.47,2021,marzo,2021-marzo,2021-03-01
1747,VALLADOLID,9.0,0.05,8.01,2.41,15.58,2021,marzo,2021-marzo,2021-03-01
1748,ZAMORA,8.93,0.2,8.27,1.63,16.22,2021,marzo,2021-marzo,2021-03-01
1749,ZARAGOZA,10.22,0.17,7.99,4.24,16.21,2021,marzo,2021-marzo,2021-03-01
1750,A CORUÑA,13.1,2.18,6.98,8.74,17.45,2021,abril,2021-abril,2021-04-01
1751,ALBACETE,12.07,2.24,6.94,6.67,17.48,2021,abril,2021-abril,2021-04-01
1752,ALICANTE,15.03,2.71,7.07,10.36,19.69,2021,abril,2021-abril,2021-04-01
1753,ALMERIA,16.28,1.18,5.76,12.13,20.43,2021,abril,2021-abril,2021-04-01
1754,ARABA/ALAVA,9.51,1.76,5.68,3.53,15.5,2021,abril,2021-abril,2021-04-01
1755,ASTURIAS,11.08,2.06,6.04,7.21,14.96,2021,abril,2021-abril,2021-04-01
1756,AVILA,12.04,1.88,6.08,6.87,17.2,2021,abril,2021-abril,2021-04-01
1757,BADAJOZ,16.12,2.2,6.58,10.49,21.74,2021,abril,2021-abril,2021-04-01
1758,BARCELONA,12.96,1.79,5.67,8.61,17.31,2021,abril,2021-abril,2021-04-01
1759,BIZKAIA,12.55,1.53,4.9,8.35,16.75,2021,abril,2021-abril,2021-04-01
1760,BURGOS,9.2,1.7,5.81,2.83,15.56,2021,abril,2021-abril,2021-04-01
1761,CACERES,15.33,2.69,7.25,9.77,20.88,2021,abril,2021-abril,2021-04-01
1762,CADIZ,16.59,0.73,7.74,12.68,20.5,2021,abril,2021-abril,2021-04-01
1763,CANTABRIA,11.26,1.63,6.16,7.09,15.43,2021,abril,2021-abril,2021-04-01
1764,CASTELLON,9.91,3.39,5.94,5.71,14.11,2021,abril,2021-abril,2021-04-01
1765,CIUDAD REAL,13.91,1.97,6.07,8.09,19.73,2021,abril,2021-abril,2021-04-01
1766,CORDOBA,15.4,1.98,8.26,9.86,20.94,2021,abril,2021-abril,2021-04-01
1767,CUENCA,12.15,2.86,5.77,6.16,18.14,2021,abril,2021-abril,2021-04-01
1768,GIPUZKOA,12.09,2.0,6.47,7.88,16.31,2021,abril,2021-abril,2021-04-01
1769,GIRONA,9.66,2.75,5.9,3.64,15.69,2021,abril,2021-abril,2021-04-01
1770,GRANADA,13.73,1.33,6.95,7.02,20.44,2021,abril,2021-abril,2021-04-01
1771,GUADALAJARA,10.43,2.93,6.04,3.94,16.93,2021,abril,2021-abril,2021-04-01
1772,HUELVA,16.87,1.34,8.71,12.39,21.36,2021,abril,2021-abril,2021-04-01
1773,HUESCA,10.08,3.34,6.47,3.94,16.22,2021,abril,2021-abril,2021-04-01
1774,ILLES BALEARS,13.77,0.74,6.85,9.44,18.1,2021,abril,2021-abril,2021-04-01
1775,JAEN,15.58,1.43,6.28,10.11,21.05,2021,abril,2021-abril,2021-04-01
1776,LA RIOJA,12.08,0.81,6.13,6.69,17.46,2021,abril,2021-abril,2021-04-01
1777,LAS PALMAS,20.64,0.07,8.74,17.47,23.81,2021,abril,2021-abril,2021-04-01
1778,LEON,9.61,1.72,6.49,3.81,15.42,2021,abril,2021-abril,2021-04-01
1779,LLEIDA,11.03,2.63,7.0,4.5,17.54,2021,abril,2021-abril,2021-04-01
1780,LUGO,11.28,3.05,6.29,4.95,17.61,2021,abril,2021-abril,2021-04-01
1781,MADRID,11.17,2.64,5.82,5.94,16.4,2021,abril,2021-abril,2021-04-01
1782,MALAGA,17.2,1.76,6.13,13.13,21.27,2021,abril,2021-abril,2021-04-01
1783,MURCIA,15.52,1.84,6.2,10.92,20.17,2021,abril,2021-abril,2021-04-01
1784,NAVARRA,11.27,1.67,6.1,5.46,17.08,2021,abril,2021-abril,2021-04-01
1785,OURENSE,12.26,3.25,5.93,5.78,18.74,2021,abril,2021-abril,2021-04-01
1786,PALENCIA,9.14,1.84,5.59,2.79,15.48,2021,abril,2021-abril,2021-04-01
1787,PONTEVEDRA,14.3,4.48,7.36,9.2,19.38,2021,abril,2021-abril,2021-04-01
1788,SALAMANCA,10.71,2.3,6.39,5.15,16.28,2021,abril,2021-abril,2021-04-01
1789,SEGOVIA,7.96,4.14,5.41,3.67,12.26,2021,abril,2021-abril,2021-04-01
1790,SEVILLA,17.08,1.69,7.54,11.07,23.09,2021,abril,2021-abril,2021-04-01
1791,SORIA,9.68,2.43,6.13,3.92,15.44,2021,abril,2021-abril,2021-04-01
1792,STA. CRUZ DE TENERIFE,18.73,0.52,8.34,15.32,22.15,2021,abril,2021-abril,2021-04-01
1793,TARRAGONA,14.16,1.47,6.02,9.0,19.32,2021,abril,2021-abril,2021-04-01
1794,TERUEL,11.36,2.03,6.39,5.23,17.48,2021,abril,2021-abril,2021-04-01
1795,TOLEDO,14.11,1.89,7.39,8.2,20.02,2021,abril,2021-abril,2021-04-01
1796,VALENCIA,14.39,2.64,5.46,9.98,18.79,2021,abril,2021-abril,2021-04-01
1797,VALLADOLID,10.79,2.45,6.36,4.85,16.72,2021,abril,2021-abril,2021-04-01
1798,ZAMORA,11.28,2.01,6.21,5.0,17.56,2021,abril,2021-abril,2021-04-01
1799,ZARAGOZA,12.13,2.13,6.89,6.45,17.82,2021,abril,2021-abril,2021-04-01
1800,A CORUÑA,13.9,3.46,8.18,9.86,17.93,2021,mayo,2021-mayo,2021-05-01
1801,ALBACETE,17.48,1.02,10.05,10.86,24.09,2021,mayo,2021-mayo,2021-05-01
1802,ALICANTE,19.21,2.14,10.54,13.59,24.84,2021,mayo,2021-mayo,2021-05-01
1803,ALMERIA,19.43,1.17,5.5,14.52,24.34,2021,mayo,2021-mayo,2021-05-01
1804,ARABA/ALAVA,12.8,2.77,7.2,5.57,20.04,2021,mayo,2021-mayo,2021-05-01
1805,ASTURIAS,12.81,1.91,6.85,8.82,16.79,2021,mayo,2021-mayo,2021-05-01
1806,AVILA,15.88,0.8,8.88,8.99,22.78,2021,mayo,2021-mayo,2021-05-01
1807,BADAJOZ,18.89,0.48,10.89,11.02,26.77,2021,mayo,2021-mayo,2021-05-01
1808,BARCELONA,16.97,0.66,8.46,12.4,21.54,2021,mayo,2021-mayo,2021-05-01
1809,BIZKAIA,14.59,1.61,5.53,10.0,19.18,2021,mayo,2021-mayo,2021-05-01
1810,BURGOS,12.93,1.38,7.07,5.68,20.24,2021,mayo,2021-mayo,2021-05-01
1811,CACERES,18.26,0.59,10.45,11.15,25.38,2021,mayo,2021-mayo,2021-05-01
1812,CADIZ,19.35,0.29,10.97,14.2,24.51,2021,mayo,2021-mayo,2021-05-01
1813,CANTABRIA,13.53,1.73,7.11,9.12,17.94,2021,mayo,2021-mayo,2021-05-01
1814,CASTELLON,14.83,1.29,8.27,9.84,19.84,2021,mayo,2021-mayo,2021-05-01
1815,CIUDAD REAL,18.45,0.36,9.23,10.89,26.0,2021,mayo,2021-mayo,2021-05-01
1816,CORDOBA,19.21,0.32,12.0,11.65,26.77,2021,mayo,2021-mayo,2021-05-01
1817,CUENCA,16.63,1.06,7.77,9.32,23.93,2021,mayo,2021-mayo,2021-05-01
1818,GIPUZKOA,14.26,2.83,7.16,9.55,18.97,2021,mayo,2021-mayo,2021-05-01
1819,GIRONA,14.13,1.99,7.69,8.06,20.19,2021,mayo,2021-mayo,2021-05-01
1820,GRANADA,18.35,0.92,10.35,9.78,26.91,2021,mayo,2021-mayo,2021-05-01
1821,GUADALAJARA,14.56,1.21,7.78,7.44,21.68,2021,mayo,2021-mayo,2021-05-01
1822,HUELVA,19.37,0.44,11.79,13.12,25.61,2021,mayo,2021-mayo,2021-05-01
1823,HUESCA,13.55,1.83,7.29,6.9,20.21,2021,mayo,2021-mayo,2021-05-01
1824,ILLES BALEARS,17.73,1.84,9.5,13.18,22.28,2021,mayo,2021-mayo,2021-05-01
1825,JAEN,20.02,0.4,8.88,12.43,27.61,2021,mayo,2021-mayo,2021-05-01
1826,LA RIOJA,16.22,0.67,8.3,8.71,23.72,2021,mayo,2021-mayo,2021-05-01
1827,LAS PALMAS,21.39,0.01,8.92,18.34,24.43,2021,mayo,2021-mayo,2021-05-01
1828,LEON,12.12,1.23,8.46,5.84,18.42,2021,mayo,2021-mayo,2021-05-01
1829,LLEIDA,15.25,1.24,9.81,8.17,22.33,2021,mayo,2021-mayo,2021-05-01
1830,LUGO,12.85,1.6,7.2,6.51,19.2,2021,mayo,2021-mayo,2021-05-01
1831,MADRID,15.42,0.89,9.12,9.06,21.78,2021,mayo,2021-mayo,2021-05-01
1832,MALAGA,20.32,0.85,8.49,15.34,25.29,2021,mayo,2021-mayo,2021-05-01
1833,MURCIA,19.67,1.73,10.23,13.79,25.56,2021,mayo,2021-mayo,2021-05-01
1834,NAVARRA,15.05,1.63,7.01,8.41,21.69,2021,mayo,2021-mayo,2021-05-01
1835,OURENSE,13.65,1.65,7.5,6.43,20.87,2021,mayo,2021-mayo,2021-05-01
1836,PALENCIA,12.47,1.01,7.47,4.99,19.97,2021,mayo,2021-mayo,2021-05-01
1837,PONTEVEDRA,14.21,5.13,8.65,9.43,19.0,2021,mayo,2021-mayo,2021-05-01
1838,SALAMANCA,13.51,0.72,8.59,6.51,20.51,2021,mayo,2021-mayo,2021-05-01
1839,SEGOVIA,11.31,2.01,7.52,6.1,16.51,2021,mayo,2021-mayo,2021-05-01
1840,SEVILLA,20.33,0.36,11.09,12.22,28.43,2021,mayo,2021-mayo,2021-05-01
1841,SORIA,12.74,3.69,7.77,6.4,19.05,2021,mayo,2021-mayo,2021-05-01
1842,STA. CRUZ DE TENERIFE,19.9,0.06,9.1,16.62,23.18,2021,mayo,2021-mayo,2021-05-01
1843,TARRAGONA,18.9,0.47,8.37,13.05,24.77,2021,mayo,2021-mayo,2021-05-01
1844,TERUEL,16.47,1.67,8.81,9.4,23.55,2021,mayo,2021-mayo,2021-05-01
1845,TOLEDO,18.46,0.25,10.77,10.87,26.05,2021,mayo,2021-mayo,2021-05-01
1846,VALENCIA,19.38,1.04,9.3,14.04,24.71,2021,mayo,2021-mayo,2021-05-01
1847,VALLADOLID,14.24,0.69,8.99,6.91,21.55,2021,mayo,2021-mayo,2021-05-01
1848,ZAMORA,14.55,0.65,9.26,7.29,21.81,2021,mayo,2021-mayo,2021-05-01
1849,ZARAGOZA,16.69,1.5,9.22,10.08,23.29,2021,mayo,2021-mayo,2021-05-01
1850,A CORUÑA,16.47,2.92,7.81,12.66,20.28,2021,junio,2021-junio,2021-06-01
1851,ALBACETE,21.57,1.61,10.45,14.65,28.48,2021,junio,2021-junio,2021-06-01
1852,ALICANTE,22.76,0.5,10.83,17.43,28.09,2021,junio,2021-junio,2021-06-01
1853,ALMERIA,22.95,0.69,6.6,18.14,27.76,2021,junio,2021-junio,2021-06-01
1854,ARABA/ALAVA,17.01,2.68,7.04,10.68,23.33,2021,junio,2021-junio,2021-06-01
1855,ASTURIAS,15.69,4.51,4.73,12.61,18.77,2021,junio,2021-junio,2021-06-01
1856,AVILA,19.98,1.1,10.49,12.89,27.06,2021,junio,2021-junio,2021-06-01
1857,BADAJOZ,22.93,0.79,11.0,14.85,31.02,2021,junio,2021-junio,2021-06-01
1858,BARCELONA,22.95,0.31,9.25,18.08,27.83,2021,junio,2021-junio,2021-06-01
1859,BIZKAIA,18.21,4.77,4.66,14.38,22.05,2021,junio,2021-junio,2021-06-01
1860,BURGOS,17.07,2.54,8.56,9.73,24.42,2021,junio,2021-junio,2021-06-01
1861,CACERES,22.84,1.13,10.75,15.2,30.49,2021,junio,2021-junio,2021-06-01
1862,CADIZ,21.43,0.47,11.5,16.76,26.09,2021,junio,2021-junio,2021-06-01
1863,CANTABRIA,17.11,3.55,6.4,13.4,20.83,2021,junio,2021-junio,2021-06-01
1864,CASTELLON,19.09,1.51,8.8,14.07,24.11,2021,junio,2021-junio,2021-06-01
1865,CIUDAD REAL,23.0,0.99,9.08,15.39,30.61,2021,junio,2021-junio,2021-06-01
1866,CORDOBA,23.43,0.63,12.81,15.77,31.1,2021,junio,2021-junio,2021-06-01
1867,CUENCA,21.21,1.46,7.33,13.85,28.57,2021,junio,2021-junio,2021-06-01
1868,GIPUZKOA,18.14,5.67,5.38,14.35,21.93,2021,junio,2021-junio,2021-06-01
1869,GIRONA,19.54,1.9,8.97,12.74,26.36,2021,junio,2021-junio,2021-06-01
1870,GRANADA,22.44,0.31,11.39,13.53,31.36,2021,junio,2021-junio,2021-06-01
1871,GUADALAJARA,18.84,1.88,8.03,11.47,26.21,2021,junio,2021-junio,2021-06-01
1872,HUELVA,21.69,0.34,12.23,15.93,27.46,2021,junio,2021-junio,2021-06-01
1873,HUESCA,18.65,3.43,7.98,11.62,25.7,2021,junio,2021-junio,2021-06-01
1874,ILLES BALEARS,22.97,0.78,10.14,18.35,27.59,2021,junio,2021-junio,2021-06-01
1875,JAEN,24.01,0.82,9.98,16.62,31.4,2021,junio,2021-junio,2021-06-01
1876,LA RIOJA,20.7,2.31,9.53,13.58,27.82,2021,junio,2021-junio,2021-06-01
1877,LAS PALMAS,22.47,0.03,9.45,19.39,25.54,2021,junio,2021-junio,2021-06-01
1878,LEON,15.58,2.51,9.11,8.91,22.24,2021,junio,2021-junio,2021-06-01
1879,LLEIDA,20.84,1.11,9.77,13.42,28.25,2021,junio,2021-junio,2021-06-01
1880,LUGO,16.03,2.77,6.83,10.73,21.32,2021,junio,2021-junio,2021-06-01
1881,MADRID,20.05,1.56,10.18,13.5,26.59,2021,junio,2021-junio,2021-06-01
1882,MALAGA,23.16,0.11,9.05,17.96,28.37,2021,junio,2021-junio,2021-06-01
1883,MURCIA,23.35,0.71,10.67,17.6,29.1,2021,junio,2021-junio,2021-06-01
1884,NAVARRA,19.52,3.46,8.15,13.19,25.85,2021,junio,2021-junio,2021-06-01
1885,OURENSE,17.55,2.75,8.02,10.21,24.88,2021,junio,2021-junio,2021-06-01
