Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_pernoctaciones,Población,Latitud,Longitud,ID_latitud_longitud
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2018-08-01 00:00:00,287817,8578,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2018-07-01 00:00:00,268014,8579,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2018-06-01 00:00:00,256929,8580,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2018-05-01 00:00:00,177521,8581,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2018-04-01 00:00:00,84429,8582,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2018-03-01 00:00:00,70098,8583,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2018-02-01 00:00:00,58364,8584,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2018-01-01 00:00:00,38414,8585,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2017-12-01 00:00:00,131947,10350,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2017-11-01 00:00:00,147434,10351,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2017-10-01 00:00:00,375993,10352,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2017-09-01 00:00:00,744419,10353,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2017-08-01 00:00:00,1066937,10354,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2017-07-01 00:00:00,975010,10355,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2017-06-01 00:00:00,675939,10356,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2017-05-01 00:00:00,394009,10357,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2017-04-01 00:00:00,420585,10358,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2017-03-01 00:00:00,313052,10359,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2017-02-01 00:00:00,188663,10360,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2017-01-01 00:00:00,118831,10361,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2017-12-01 00:00:00,96407,10362,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2017-11-01 00:00:00,92293,10363,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2017-10-01 00:00:00,172409,10364,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2017-09-01 00:00:00,429268,10365,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2017-08-01 00:00:00,750143,10366,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2017-07-01 00:00:00,681972,10367,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2017-06-01 00:00:00,405584,10368,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2017-05-01 00:00:00,211226,10369,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2017-04-01 00:00:00,324818,10370,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2017-03-01 00:00:00,250636,10371,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2017-02-01 00:00:00,133527,10372,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2017-01-01 00:00:00,77367,10373,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2017-12-01 00:00:00,35539,10374,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2017-11-01 00:00:00,55141,10375,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2017-10-01 00:00:00,203584,10376,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2017-09-01 00:00:00,315151,10377,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2017-08-01 00:00:00,316793,10378,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2017-07-01 00:00:00,293038,10379,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2017-06-01 00:00:00,270355,10380,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2017-05-01 00:00:00,182783,10381,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2017-04-01 00:00:00,95767,10382,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2017-03-01 00:00:00,62416,10383,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2017-02-01 00:00:00,55136,10384,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2017-01-01 00:00:00,41464,10385,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2016-12-01 00:00:00,117350,12150,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2016-11-01 00:00:00,141811,12151,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2016-10-01 00:00:00,359240,12152,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2016-09-01 00:00:00,734148,12153,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2016-08-01 00:00:00,1060041,12154,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2016-07-01 00:00:00,990071,12155,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2016-06-01 00:00:00,610801,12156,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2016-05-01 00:00:00,447583,12157,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2016-04-01 00:00:00,313560,12158,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2016-03-01 00:00:00,366584,12159,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2016-02-01 00:00:00,235995,12160,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2016-01-01 00:00:00,137948,12161,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2016-12-01 00:00:00,85398,12162,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2016-11-01 00:00:00,92057,12163,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2016-10-01 00:00:00,184808,12164,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2016-09-01 00:00:00,459333,12165,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2016-08-01 00:00:00,765962,12166,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2016-07-01 00:00:00,727192,12167,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2016-06-01 00:00:00,387156,12168,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2016-05-01 00:00:00,295388,12169,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2016-04-01 00:00:00,243159,12170,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2016-03-01 00:00:00,295290,12171,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2016-02-01 00:00:00,180042,12172,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2016-01-01 00:00:00,100983,12173,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2016-12-01 00:00:00,31952,12174,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2016-11-01 00:00:00,49755,12175,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2016-10-01 00:00:00,174433,12176,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2016-09-01 00:00:00,274815,12177,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2016-08-01 00:00:00,294079,12178,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2016-07-01 00:00:00,262879,12179,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2016-06-01 00:00:00,223646,12180,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2016-05-01 00:00:00,152195,12181,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2016-04-01 00:00:00,70401,12182,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2016-03-01 00:00:00,71294,12183,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2016-02-01 00:00:00,55953,12184,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2016-01-01 00:00:00,36965,12185,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2015-12-01 00:00:00,123277,13950,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2015-11-01 00:00:00,112303,13951,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2015-10-01 00:00:00,246315,13952,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2015-09-01 00:00:00,645657,13953,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2015-08-01 00:00:00,1045953,13954,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2015-07-01 00:00:00,927809,13955,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2015-06-01 00:00:00,556158,13956,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2015-05-01 00:00:00,281557,13957,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2015-04-01 00:00:00,312858,13958,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2015-03-01 00:00:00,280823,13959,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2015-02-01 00:00:00,177409,13960,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2015-01-01 00:00:00,99793,13961,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2015-12-01 00:00:00,96726,13962,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2015-11-01 00:00:00,72959,13963,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2015-10-01 00:00:00,144392,13964,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2015-09-01 00:00:00,434302,13965,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2015-08-01 00:00:00,852417,13966,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2015-07-01 00:00:00,716074,13967,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2015-06-01 00:00:00,402652,13968,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2015-05-01 00:00:00,181959,13969,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2015-04-01 00:00:00,257543,13970,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2015-03-01 00:00:00,225258,13971,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2015-02-01 00:00:00,132782,13972,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2015-01-01 00:00:00,66236,13973,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2015-12-01 00:00:00,26551,13974,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2015-11-01 00:00:00,39344,13975,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2015-10-01 00:00:00,101923,13976,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2015-09-01 00:00:00,211355,13977,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2015-08-01 00:00:00,193536,13978,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2015-07-01 00:00:00,211735,13979,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2015-06-01 00:00:00,153506,13980,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2015-05-01 00:00:00,99598,13981,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2015-04-01 00:00:00,55315,13982,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2015-03-01 00:00:00,55565,13983,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2015-02-01 00:00:00,44627,13984,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2015-01-01 00:00:00,33558,13985,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2014-12-01 00:00:00,105352,15750,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2014-11-01 00:00:00,122668,15751,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2014-10-01 00:00:00,252254,15752,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2014-09-01 00:00:00,627273,15753,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2014-08-01 00:00:00,989358,15754,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2014-07-01 00:00:00,821622,15755,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2014-06-01 00:00:00,504917,15756,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2014-05-01 00:00:00,274478,15757,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2014-04-01 00:00:00,332439,15758,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2014-03-01 00:00:00,269413,15759,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2014-02-01 00:00:00,174352,15760,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2014-01-01 00:00:00,107690,15761,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2014-12-01 00:00:00,78032,15762,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2014-11-01 00:00:00,86247,15763,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2014-10-01 00:00:00,144388,15764,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2014-09-01 00:00:00,430923,15765,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2014-08-01 00:00:00,784616,15766,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2014-07-01 00:00:00,633489,15767,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2014-06-01 00:00:00,354624,15768,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2014-05-01 00:00:00,183989,15769,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2014-04-01 00:00:00,265771,15770,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2014-03-01 00:00:00,215944,15771,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2014-02-01 00:00:00,128862,15772,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2014-01-01 00:00:00,71731,15773,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2014-12-01 00:00:00,27320,15774,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2014-11-01 00:00:00,36421,15775,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2014-10-01 00:00:00,107866,15776,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2014-09-01 00:00:00,196350,15777,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2014-08-01 00:00:00,204741,15778,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2014-07-01 00:00:00,188133,15779,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2014-06-01 00:00:00,150293,15780,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2014-05-01 00:00:00,90489,15781,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2014-04-01 00:00:00,66669,15782,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2014-03-01 00:00:00,53468,15783,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2014-02-01 00:00:00,45491,15784,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2014-01-01 00:00:00,35960,15785,190013,36.83892362,-2.46413188,3
Total Nacional,Andalucia,Cadiz,Pernoctaciones,General,2023-09-01 00:00:00,996508,27,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Pernoctaciones,General,2023-08-01 00:00:00,1359633,28,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Pernoctaciones,General,2023-07-01 00:00:00,1212232,29,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Pernoctaciones,General,2023-06-01 00:00:00,953827,30,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Pernoctaciones,General,2023-05-01 00:00:00,752077,31,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Pernoctaciones,General,2023-04-01 00:00:00,731380,32,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Pernoctaciones,General,2023-03-01 00:00:00,361219,33,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Pernoctaciones,General,2023-02-01 00:00:00,284529,34,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Pernoctaciones,General,2023-01-01 00:00:00,187860,35,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Espana,2023-09-01 00:00:00,570064,36,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Espana,2023-08-01 00:00:00,1045995,37,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Espana,2023-07-01 00:00:00,898472,38,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Espana,2023-06-01 00:00:00,605887,39,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Espana,2023-05-01 00:00:00,396117,40,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Espana,2023-04-01 00:00:00,411738,41,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Espana,2023-03-01 00:00:00,185562,42,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Espana,2023-02-01 00:00:00,174020,43,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Espana,2023-01-01 00:00:00,116843,44,125826,36.52171152,-6.28414575,10
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Extranjero,2023-09-01 00:00:00,426444,45,125826,36.52171152,-6.28414575,10
