Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_pernoctaciones,Población,Latitud,Longitud,ID_latitud_longitud
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2019-07-01 00:00:00,5345,7643,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2019-06-01 00:00:00,6017,7644,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2019-05-01 00:00:00,6546,7645,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2019-04-01 00:00:00,4642,7646,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2019-03-01 00:00:00,2960,7647,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2019-02-01 00:00:00,2566,7648,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2019-01-01 00:00:00,1669,7649,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2018-12-01 00:00:00,28345,9414,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2018-11-01 00:00:00,30355,9415,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2018-10-01 00:00:00,45477,9416,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2018-09-01 00:00:00,46001,9417,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2018-08-01 00:00:00,62274,9418,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2018-07-01 00:00:00,48964,9419,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2018-06-01 00:00:00,41665,9420,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2018-05-01 00:00:00,39498,9421,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2018-04-01 00:00:00,34303,9422,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2018-03-01 00:00:00,31766,9423,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2018-02-01 00:00:00,21377,9424,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2018-01-01 00:00:00,17640,9425,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2018-12-01 00:00:00,26328,9426,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2018-11-01 00:00:00,28350,9427,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2018-10-01 00:00:00,40639,9428,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2018-09-01 00:00:00,39967,9429,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2018-08-01 00:00:00,56833,9430,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2018-07-01 00:00:00,44177,9431,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2018-06-01 00:00:00,36863,9432,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2018-05-01 00:00:00,32760,9433,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2018-04-01 00:00:00,31127,9434,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2018-03-01 00:00:00,29333,9435,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2018-02-01 00:00:00,19890,9436,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2018-01-01 00:00:00,16127,9437,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2018-12-01 00:00:00,2017,9438,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2018-11-01 00:00:00,2005,9439,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2018-10-01 00:00:00,4837,9440,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2018-09-01 00:00:00,6034,9441,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2018-08-01 00:00:00,5441,9442,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2018-07-01 00:00:00,4786,9443,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2018-06-01 00:00:00,4803,9444,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2018-05-01 00:00:00,6738,9445,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2018-04-01 00:00:00,3176,9446,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2018-03-01 00:00:00,2434,9447,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2018-02-01 00:00:00,1487,9448,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2018-01-01 00:00:00,1514,9449,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2017-12-01 00:00:00,23221,11214,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2017-11-01 00:00:00,25899,11215,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2017-10-01 00:00:00,36472,11216,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2017-09-01 00:00:00,42605,11217,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2017-08-01 00:00:00,56113,11218,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2017-07-01 00:00:00,42822,11219,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2017-06-01 00:00:00,33423,11220,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2017-05-01 00:00:00,30910,11221,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2017-04-01 00:00:00,38100,11222,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2017-03-01 00:00:00,24693,11223,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2017-02-01 00:00:00,18372,11224,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2017-01-01 00:00:00,15066,11225,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2017-12-01 00:00:00,21859,11226,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2017-11-01 00:00:00,24168,11227,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2017-10-01 00:00:00,32757,11228,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2017-09-01 00:00:00,37597,11229,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2017-08-01 00:00:00,51138,11230,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2017-07-01 00:00:00,38650,11231,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2017-06-01 00:00:00,28706,11232,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2017-05-01 00:00:00,25729,11233,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2017-04-01 00:00:00,34438,11234,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2017-03-01 00:00:00,22431,11235,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2017-02-01 00:00:00,16911,11236,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2017-01-01 00:00:00,13972,11237,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2017-12-01 00:00:00,1362,11238,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2017-11-01 00:00:00,1732,11239,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2017-10-01 00:00:00,3715,11240,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2017-09-01 00:00:00,5008,11241,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2017-08-01 00:00:00,4975,11242,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2017-07-01 00:00:00,4172,11243,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2017-06-01 00:00:00,4717,11244,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2017-05-01 00:00:00,5181,11245,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2017-04-01 00:00:00,3661,11246,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2017-03-01 00:00:00,2262,11247,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2017-02-01 00:00:00,1461,11248,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2017-01-01 00:00:00,1094,11249,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2016-12-01 00:00:00,23398,13014,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2016-11-01 00:00:00,25342,13015,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2016-10-01 00:00:00,38295,13016,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2016-09-01 00:00:00,39679,13017,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2016-08-01 00:00:00,51748,13018,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2016-07-01 00:00:00,42682,13019,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2016-06-01 00:00:00,33226,13020,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2016-05-01 00:00:00,28103,13021,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2016-04-01 00:00:00,23540,13022,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2016-03-01 00:00:00,31243,13023,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2016-02-01 00:00:00,19136,13024,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2016-01-01 00:00:00,15822,13025,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2016-12-01 00:00:00,21908,13026,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2016-11-01 00:00:00,23489,13027,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2016-10-01 00:00:00,34674,13028,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2016-09-01 00:00:00,35141,13029,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2016-08-01 00:00:00,46912,13030,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2016-07-01 00:00:00,38643,13031,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2016-06-01 00:00:00,29514,13032,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2016-05-01 00:00:00,24947,13033,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2016-04-01 00:00:00,20638,13034,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2016-03-01 00:00:00,28792,13035,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2016-02-01 00:00:00,18066,13036,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2016-01-01 00:00:00,14592,13037,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2016-12-01 00:00:00,1490,13038,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2016-11-01 00:00:00,1853,13039,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2016-10-01 00:00:00,3621,13040,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2016-09-01 00:00:00,4539,13041,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2016-08-01 00:00:00,4836,13042,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2016-07-01 00:00:00,4038,13043,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2016-06-01 00:00:00,3712,13044,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2016-05-01 00:00:00,3156,13045,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2016-04-01 00:00:00,2902,13046,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2016-03-01 00:00:00,2451,13047,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2016-02-01 00:00:00,1070,13048,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2016-01-01 00:00:00,1230,13049,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2015-12-01 00:00:00,20417,14814,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2015-11-01 00:00:00,22711,14815,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2015-10-01 00:00:00,30913,14816,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2015-09-01 00:00:00,36402,14817,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2015-08-01 00:00:00,48382,14818,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2015-07-01 00:00:00,35270,14819,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2015-06-01 00:00:00,32671,14820,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2015-05-01 00:00:00,28641,14821,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2015-04-01 00:00:00,30342,14822,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2015-03-01 00:00:00,24273,14823,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2015-02-01 00:00:00,17999,14824,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2015-01-01 00:00:00,16843,14825,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2015-12-01 00:00:00,18976,14826,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2015-11-01 00:00:00,21273,14827,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2015-10-01 00:00:00,27821,14828,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2015-09-01 00:00:00,30978,14829,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2015-08-01 00:00:00,43357,14830,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2015-07-01 00:00:00,30686,14831,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2015-06-01 00:00:00,28091,14832,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2015-05-01 00:00:00,25525,14833,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2015-04-01 00:00:00,27490,14834,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2015-03-01 00:00:00,21680,14835,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2015-02-01 00:00:00,16665,14836,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2015-01-01 00:00:00,15221,14837,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2015-12-01 00:00:00,1441,14838,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2015-11-01 00:00:00,1438,14839,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2015-10-01 00:00:00,3092,14840,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2015-09-01 00:00:00,5424,14841,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2015-08-01 00:00:00,5025,14842,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2015-07-01 00:00:00,4584,14843,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2015-06-01 00:00:00,4580,14844,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2015-05-01 00:00:00,3117,14845,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2015-04-01 00:00:00,2852,14846,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2015-03-01 00:00:00,2593,14847,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2015-02-01 00:00:00,1334,14848,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2015-01-01 00:00:00,1622,14849,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2014-12-01 00:00:00,21323,16614,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2014-11-01 00:00:00,24504,16615,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2014-10-01 00:00:00,33831,16616,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2014-09-01 00:00:00,35910,16617,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2014-08-01 00:00:00,45445,16618,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2014-07-01 00:00:00,35477,16619,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2014-06-01 00:00:00,32046,16620,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2014-05-01 00:00:00,31071,16621,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2014-04-01 00:00:00,30059,16622,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2014-03-01 00:00:00,23744,16623,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2014-02-01 00:00:00,17408,16624,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2014-01-01 00:00:00,14081,16625,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2014-12-01 00:00:00,20167,16626,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2014-11-01 00:00:00,23090,16627,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2014-10-01 00:00:00,30866,16628,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2014-09-01 00:00:00,31271,16629,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2014-08-01 00:00:00,41062,16630,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2014-07-01 00:00:00,31556,16631,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2014-06-01 00:00:00,28573,16632,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2014-05-01 00:00:00,26683,16633,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2014-04-01 00:00:00,26186,16634,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2014-03-01 00:00:00,21867,16635,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2014-02-01 00:00:00,15553,16636,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2014-01-01 00:00:00,13250,16637,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2014-12-01 00:00:00,1156,16638,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2014-11-01 00:00:00,1414,16639,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2014-10-01 00:00:00,2966,16640,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2014-09-01 00:00:00,4638,16641,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2014-08-01 00:00:00,4383,16642,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2014-07-01 00:00:00,3921,16643,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2014-06-01 00:00:00,3473,16644,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2014-05-01 00:00:00,4388,16645,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2014-04-01 00:00:00,3873,16646,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2014-03-01 00:00:00,1877,16647,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2014-02-01 00:00:00,1855,16648,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2014-01-01 00:00:00,831,16649,65998,41.49913956,-5.75494831,48
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2023-09-01 00:00:00,79449,675,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2023-08-01 00:00:00,80202,676,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2023-07-01 00:00:00,69496,677,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2023-06-01 00:00:00,74233,678,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2023-05-01 00:00:00,69723,679,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2023-04-01 00:00:00,74128,680,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2023-03-01 00:00:00,55741,681,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2023-02-01 00:00:00,42531,682,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2023-01-01 00:00:00,37717,683,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2023-09-01 00:00:00,72408,684,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2023-08-01 00:00:00,72774,685,170475,38.99588053,-1.85574745,1
