Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_viajeros,Población,Latitud,Longitud,ID_latitud_longitud
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2014-02-01 00:00:00,1018,16468,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2014-01-01 00:00:00,905,16469,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-09-01 00:00:00,104504,540,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-08-01 00:00:00,132250,541,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-07-01 00:00:00,100469,542,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-06-01 00:00:00,79582,543,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-05-01 00:00:00,83363,544,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-04-01 00:00:00,98577,545,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-03-01 00:00:00,69889,546,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-02-01 00:00:00,57832,547,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-01-01 00:00:00,45745,548,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-09-01 00:00:00,71601,549,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-08-01 00:00:00,84188,550,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-07-01 00:00:00,61908,551,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-06-01 00:00:00,53500,552,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-05-01 00:00:00,52483,553,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-04-01 00:00:00,71625,554,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-03-01 00:00:00,53239,555,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-02-01 00:00:00,41949,556,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-01-01 00:00:00,33459,557,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-09-01 00:00:00,32903,558,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-08-01 00:00:00,48062,559,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-07-01 00:00:00,38561,560,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-06-01 00:00:00,26081,561,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-05-01 00:00:00,30880,562,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-04-01 00:00:00,26952,563,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-03-01 00:00:00,16650,564,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-02-01 00:00:00,15882,565,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-01-01 00:00:00,12286,566,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2022-12-01 00:00:00,65389,2070,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2022-11-01 00:00:00,59675,2071,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2022-10-01 00:00:00,92399,2072,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2022-09-01 00:00:00,94966,2073,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2022-08-01 00:00:00,122396,2074,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2022-07-01 00:00:00,101107,2075,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2022-06-01 00:00:00,80796,2076,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2022-05-01 00:00:00,77161,2077,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2022-04-01 00:00:00,84643,2078,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2022-03-01 00:00:00,55241,2079,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2022-02-01 00:00:00,51793,2080,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2022-01-01 00:00:00,36913,2081,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2022-12-01 00:00:00,48700,2082,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2022-11-01 00:00:00,43816,2083,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2022-10-01 00:00:00,64436,2084,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2022-09-01 00:00:00,66176,2085,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2022-08-01 00:00:00,83128,2086,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2022-07-01 00:00:00,66198,2087,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2022-06-01 00:00:00,56820,2088,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2022-05-01 00:00:00,52592,2089,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2022-04-01 00:00:00,63825,2090,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2022-03-01 00:00:00,42690,2091,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2022-02-01 00:00:00,42586,2092,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2022-01-01 00:00:00,28555,2093,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2022-12-01 00:00:00,16688,2094,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2022-11-01 00:00:00,15859,2095,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2022-10-01 00:00:00,27964,2096,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2022-09-01 00:00:00,28791,2097,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2022-08-01 00:00:00,39268,2098,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2022-07-01 00:00:00,34909,2099,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2022-06-01 00:00:00,23976,2100,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2022-05-01 00:00:00,24569,2101,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2022-04-01 00:00:00,20818,2102,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2022-03-01 00:00:00,12551,2103,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2022-02-01 00:00:00,9207,2104,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2022-01-01 00:00:00,8358,2105,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2021-12-01 00:00:00,52856,3870,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2021-11-01 00:00:00,58326,3871,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2021-10-01 00:00:00,86709,3872,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2021-09-01 00:00:00,82435,3873,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2021-08-01 00:00:00,106591,3874,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2021-07-01 00:00:00,75183,3875,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2021-06-01 00:00:00,47145,3876,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2021-05-01 00:00:00,32670,3877,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2021-04-01 00:00:00,16190,3878,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2021-03-01 00:00:00,15416,3879,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2021-02-01 00:00:00,9553,3880,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2021-01-01 00:00:00,7867,3881,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2021-12-01 00:00:00,43750,3882,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2021-11-01 00:00:00,47090,3883,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2021-10-01 00:00:00,66314,3884,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2021-09-01 00:00:00,66541,3885,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2021-08-01 00:00:00,86629,3886,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2021-07-01 00:00:00,61599,3887,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2021-06-01 00:00:00,39554,3888,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2021-05-01 00:00:00,28438,3889,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2021-04-01 00:00:00,14908,3890,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2021-03-01 00:00:00,14084,3891,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2021-02-01 00:00:00,8729,3892,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2021-01-01 00:00:00,6753,3893,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2021-12-01 00:00:00,9107,3894,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2021-11-01 00:00:00,11236,3895,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2021-10-01 00:00:00,20395,3896,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2021-09-01 00:00:00,15894,3897,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2021-08-01 00:00:00,19962,3898,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2021-07-01 00:00:00,13584,3899,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2021-06-01 00:00:00,7592,3900,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2021-05-01 00:00:00,4231,3901,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2021-04-01 00:00:00,1282,3902,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2021-03-01 00:00:00,1332,3903,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2021-02-01 00:00:00,824,3904,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2021-01-01 00:00:00,1114,3905,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2020-12-01 00:00:00,9031,5670,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2020-11-01 00:00:00,8912,5671,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2020-10-01 00:00:00,22543,5672,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2020-09-01 00:00:00,34500,5673,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2020-08-01 00:00:00,62473,5674,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2020-07-01 00:00:00,42973,5675,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2020-06-01 00:00:00,6613,5676,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2020-05-01 00:00:00,390,5677,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2020-04-01 00:00:00,0,5678,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2020-03-01 00:00:00,25184,5679,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2020-02-01 00:00:00,66547,5680,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2020-01-01 00:00:00,55615,5681,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2020-12-01 00:00:00,7829,5682,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2020-11-01 00:00:00,7838,5683,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2020-10-01 00:00:00,18369,5684,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2020-09-01 00:00:00,28092,5685,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2020-08-01 00:00:00,53397,5686,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2020-07-01 00:00:00,34877,5687,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2020-06-01 00:00:00,5770,5688,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2020-05-01 00:00:00,361,5689,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2020-04-01 00:00:00,0,5690,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2020-03-01 00:00:00,18453,5691,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2020-02-01 00:00:00,48939,5692,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2020-01-01 00:00:00,38936,5693,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2020-12-01 00:00:00,1202,5694,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2020-11-01 00:00:00,1075,5695,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2020-10-01 00:00:00,4175,5696,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2020-09-01 00:00:00,6408,5697,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2020-08-01 00:00:00,9076,5698,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2020-07-01 00:00:00,8096,5699,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2020-06-01 00:00:00,843,5700,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2020-05-01 00:00:00,29,5701,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2020-04-01 00:00:00,0,5702,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2020-03-01 00:00:00,6731,5703,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2020-02-01 00:00:00,17608,5704,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2020-01-01 00:00:00,16679,5705,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2019-12-01 00:00:00,70030,7470,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2019-11-01 00:00:00,74168,7471,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2019-10-01 00:00:00,96839,7472,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2019-09-01 00:00:00,101845,7473,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2019-08-01 00:00:00,136304,7474,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2019-07-01 00:00:00,101119,7475,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2019-06-01 00:00:00,94674,7476,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2019-05-01 00:00:00,98385,7477,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2019-04-01 00:00:00,95399,7478,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2019-03-01 00:00:00,79473,7479,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2019-02-01 00:00:00,56302,7480,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2019-01-01 00:00:00,47810,7481,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2019-12-01 00:00:00,51971,7482,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2019-11-01 00:00:00,54505,7483,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2019-10-01 00:00:00,65345,7484,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2019-09-01 00:00:00,67542,7485,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2019-08-01 00:00:00,94824,7486,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2019-07-01 00:00:00,67459,7487,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2019-06-01 00:00:00,63995,7488,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2019-05-01 00:00:00,62485,7489,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2019-04-01 00:00:00,65813,7490,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2019-03-01 00:00:00,59196,7491,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2019-02-01 00:00:00,42450,7492,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2019-01-01 00:00:00,34111,7493,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2019-12-01 00:00:00,18059,7494,154462,40.96736822,-5.66538084,35
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2019-11-01 00:00:00,19663,7495,154462,40.96736822,-5.66538084,35
