Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_viajeros,Población,Latitud,Longitud,ID_latitud_longitud
Total Nacional,Castilla y leon,Palencia,Viajero,General,2019-08-01 00:00:00,27694,7438,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2019-07-01 00:00:00,19959,7439,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2019-06-01 00:00:00,20401,7440,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2019-05-01 00:00:00,19789,7441,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2019-04-01 00:00:00,18027,7442,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2019-03-01 00:00:00,13484,7443,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2019-02-01 00:00:00,8810,7444,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2019-01-01 00:00:00,9146,7445,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2019-12-01 00:00:00,9206,7446,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2019-11-01 00:00:00,10300,7447,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2019-10-01 00:00:00,13608,7448,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2019-09-01 00:00:00,14827,7449,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2019-08-01 00:00:00,19398,7450,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2019-07-01 00:00:00,14077,7451,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2019-06-01 00:00:00,14832,7452,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2019-05-01 00:00:00,13665,7453,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2019-04-01 00:00:00,12886,7454,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2019-03-01 00:00:00,11487,7455,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2019-02-01 00:00:00,7749,7456,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2019-01-01 00:00:00,7567,7457,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2019-12-01 00:00:00,1728,7458,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2019-11-01 00:00:00,2178,7459,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2019-10-01 00:00:00,3956,7460,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2019-09-01 00:00:00,5968,7461,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2019-08-01 00:00:00,8296,7462,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2019-07-01 00:00:00,5882,7463,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2019-06-01 00:00:00,5568,7464,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2019-05-01 00:00:00,6124,7465,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2019-04-01 00:00:00,5141,7466,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2019-03-01 00:00:00,1997,7467,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2019-02-01 00:00:00,1062,7468,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2019-01-01 00:00:00,1579,7469,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2018-12-01 00:00:00,11736,9234,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2018-11-01 00:00:00,13165,9235,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2018-10-01 00:00:00,20136,9236,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2018-09-01 00:00:00,21988,9237,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2018-08-01 00:00:00,25840,9238,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2018-07-01 00:00:00,21698,9239,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2018-06-01 00:00:00,20474,9240,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2018-05-01 00:00:00,19797,9241,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2018-04-01 00:00:00,16751,9242,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2018-03-01 00:00:00,12223,9243,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2018-02-01 00:00:00,7965,9244,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2018-01-01 00:00:00,8001,9245,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2018-12-01 00:00:00,10231,9246,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2018-11-01 00:00:00,11270,9247,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2018-10-01 00:00:00,15498,9248,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2018-09-01 00:00:00,15570,9249,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2018-08-01 00:00:00,18415,9250,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2018-07-01 00:00:00,15888,9251,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2018-06-01 00:00:00,14461,9252,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2018-05-01 00:00:00,12948,9253,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2018-04-01 00:00:00,11900,9254,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2018-03-01 00:00:00,10569,9255,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2018-02-01 00:00:00,6982,9256,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2018-01-01 00:00:00,6347,9257,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2018-12-01 00:00:00,1505,9258,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2018-11-01 00:00:00,1894,9259,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2018-10-01 00:00:00,4639,9260,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2018-09-01 00:00:00,6418,9261,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2018-08-01 00:00:00,7426,9262,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2018-07-01 00:00:00,5810,9263,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2018-06-01 00:00:00,6014,9264,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2018-05-01 00:00:00,6849,9265,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2018-04-01 00:00:00,4851,9266,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2018-03-01 00:00:00,1654,9267,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2018-02-01 00:00:00,983,9268,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2018-01-01 00:00:00,1654,9269,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2017-12-01 00:00:00,11384,11034,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2017-11-01 00:00:00,10877,11035,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2017-10-01 00:00:00,17305,11036,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2017-09-01 00:00:00,20452,11037,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2017-08-01 00:00:00,25184,11038,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2017-07-01 00:00:00,20737,11039,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2017-06-01 00:00:00,19077,11040,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2017-05-01 00:00:00,20643,11041,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2017-04-01 00:00:00,18198,11042,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2017-03-01 00:00:00,11192,11043,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2017-02-01 00:00:00,8929,11044,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2017-01-01 00:00:00,7598,11045,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2017-12-01 00:00:00,9508,11046,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2017-11-01 00:00:00,9173,11047,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2017-10-01 00:00:00,11775,11048,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2017-09-01 00:00:00,12910,11049,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2017-08-01 00:00:00,16485,11050,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2017-07-01 00:00:00,13877,11051,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2017-06-01 00:00:00,13294,11052,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2017-05-01 00:00:00,13048,11053,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2017-04-01 00:00:00,14631,11054,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2017-03-01 00:00:00,9656,11055,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2017-02-01 00:00:00,7865,11056,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2017-01-01 00:00:00,6454,11057,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2017-12-01 00:00:00,1876,11058,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2017-11-01 00:00:00,1705,11059,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2017-10-01 00:00:00,5530,11060,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2017-09-01 00:00:00,7542,11061,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2017-08-01 00:00:00,8699,11062,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2017-07-01 00:00:00,6860,11063,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2017-06-01 00:00:00,5783,11064,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2017-05-01 00:00:00,7595,11065,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2017-04-01 00:00:00,3567,11066,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2017-03-01 00:00:00,1536,11067,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2017-02-01 00:00:00,1065,11068,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2017-01-01 00:00:00,1145,11069,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2016-12-01 00:00:00,9397,12834,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2016-11-01 00:00:00,13293,12835,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2016-10-01 00:00:00,19753,12836,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2016-09-01 00:00:00,20536,12837,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2016-08-01 00:00:00,27419,12838,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2016-07-01 00:00:00,20848,12839,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2016-06-01 00:00:00,18836,12840,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2016-05-01 00:00:00,18784,12841,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2016-04-01 00:00:00,14842,12842,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2016-03-01 00:00:00,13274,12843,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2016-02-01 00:00:00,9485,12844,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2016-01-01 00:00:00,7919,12845,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2016-12-01 00:00:00,7950,12846,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2016-11-01 00:00:00,11333,12847,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2016-10-01 00:00:00,13803,12848,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2016-09-01 00:00:00,13682,12849,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2016-08-01 00:00:00,19274,12850,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2016-07-01 00:00:00,14708,12851,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2016-06-01 00:00:00,13396,12852,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2016-05-01 00:00:00,12094,12853,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2016-04-01 00:00:00,11366,12854,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2016-03-01 00:00:00,11536,12855,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2016-02-01 00:00:00,8224,12856,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2016-01-01 00:00:00,6496,12857,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2016-12-01 00:00:00,1447,12858,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2016-11-01 00:00:00,1960,12859,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2016-10-01 00:00:00,5950,12860,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2016-09-01 00:00:00,6854,12861,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2016-08-01 00:00:00,8145,12862,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2016-07-01 00:00:00,6140,12863,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2016-06-01 00:00:00,5440,12864,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2016-05-01 00:00:00,6690,12865,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2016-04-01 00:00:00,3476,12866,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2016-03-01 00:00:00,1739,12867,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2016-02-01 00:00:00,1261,12868,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2016-01-01 00:00:00,1423,12869,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2015-12-01 00:00:00,9469,14634,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2015-11-01 00:00:00,11894,14635,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2015-10-01 00:00:00,18127,14636,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2015-09-01 00:00:00,20182,14637,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2015-08-01 00:00:00,24834,14638,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2015-07-01 00:00:00,18631,14639,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2015-06-01 00:00:00,18496,14640,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2015-05-01 00:00:00,17626,14641,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2015-04-01 00:00:00,14323,14642,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2015-03-01 00:00:00,11348,14643,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2015-02-01 00:00:00,6844,14644,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2015-01-01 00:00:00,7337,14645,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2015-12-01 00:00:00,8244,14646,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2015-11-01 00:00:00,10322,14647,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2015-10-01 00:00:00,13215,14648,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2015-09-01 00:00:00,13965,14649,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2015-08-01 00:00:00,18071,14650,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2015-07-01 00:00:00,13323,14651,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2015-06-01 00:00:00,13518,14652,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2015-05-01 00:00:00,12320,14653,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2015-04-01 00:00:00,10531,14654,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2015-03-01 00:00:00,9435,14655,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2015-02-01 00:00:00,5663,14656,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2015-01-01 00:00:00,6093,14657,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2015-12-01 00:00:00,1225,14658,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2015-11-01 00:00:00,1572,14659,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2015-10-01 00:00:00,4912,14660,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2015-09-01 00:00:00,6216,14661,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2015-08-01 00:00:00,6763,14662,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2015-07-01 00:00:00,5308,14663,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2015-06-01 00:00:00,4978,14664,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2015-05-01 00:00:00,5306,14665,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2015-04-01 00:00:00,3792,14666,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2015-03-01 00:00:00,1912,14667,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2015-02-01 00:00:00,1181,14668,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2015-01-01 00:00:00,1244,14669,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2014-12-01 00:00:00,9381,16434,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2014-11-01 00:00:00,10967,16435,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2014-10-01 00:00:00,15532,16436,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2014-09-01 00:00:00,18049,16437,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2014-08-01 00:00:00,22587,16438,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2014-07-01 00:00:00,19736,16439,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2014-06-01 00:00:00,15790,16440,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2014-05-01 00:00:00,16056,16441,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2014-04-01 00:00:00,14762,16442,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2014-03-01 00:00:00,10167,16443,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2014-02-01 00:00:00,6592,16444,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,General,2014-01-01 00:00:00,6105,16445,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2014-12-01 00:00:00,8198,16446,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2014-11-01 00:00:00,9070,16447,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2014-10-01 00:00:00,12150,16448,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2014-09-01 00:00:00,13059,16449,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2014-08-01 00:00:00,17450,16450,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2014-07-01 00:00:00,15608,16451,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2014-06-01 00:00:00,11454,16452,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2014-05-01 00:00:00,11239,16453,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2014-04-01 00:00:00,11462,16454,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2014-03-01 00:00:00,8867,16455,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2014-02-01 00:00:00,5574,16456,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2014-01-01 00:00:00,5200,16457,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2014-12-01 00:00:00,1182,16458,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2014-11-01 00:00:00,1897,16459,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2014-10-01 00:00:00,3382,16460,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2014-09-01 00:00:00,4990,16461,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2014-08-01 00:00:00,5137,16462,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2014-07-01 00:00:00,4128,16463,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2014-06-01 00:00:00,4336,16464,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2014-05-01 00:00:00,4816,16465,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2014-04-01 00:00:00,3300,16466,82169,42.0078373,-4.53460106,31
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2014-03-01 00:00:00,1300,16467,82169,42.0078373,-4.53460106,31
