Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total
Total Nacional,Andalucia,Almeria,Viajero,General,2018-08-01,263093
Total Nacional,Andalucia,Almeria,Viajero,General,2018-07-01,221138
Total Nacional,Andalucia,Almeria,Viajero,General,2018-06-01,183840
Total Nacional,Andalucia,Almeria,Viajero,General,2018-05-01,125191
Total Nacional,Andalucia,Almeria,Viajero,General,2018-04-01,104833
Total Nacional,Andalucia,Almeria,Viajero,General,2018-03-01,88773
Total Nacional,Andalucia,Almeria,Viajero,General,2018-02-01,59124
Total Nacional,Andalucia,Almeria,Viajero,General,2018-01-01,37941
Total Nacional,Andalucia,Almeria,Viajero,Espana,2018-12-01,40198
Total Nacional,Andalucia,Almeria,Viajero,Espana,2018-11-01,47744
Total Nacional,Andalucia,Almeria,Viajero,Espana,2018-10-01,78403
Total Nacional,Andalucia,Almeria,Viajero,Espana,2018-09-01,139448
Total Nacional,Andalucia,Almeria,Viajero,Espana,2018-08-01,205644
Total Nacional,Andalucia,Almeria,Viajero,Espana,2018-07-01,172091
Total Nacional,Andalucia,Almeria,Viajero,Espana,2018-06-01,139785
Total Nacional,Andalucia,Almeria,Viajero,Espana,2018-05-01,85566
Total Nacional,Andalucia,Almeria,Viajero,Espana,2018-04-01,81800
Total Nacional,Andalucia,Almeria,Viajero,Espana,2018-03-01,71626
Total Nacional,Andalucia,Almeria,Viajero,Espana,2018-02-01,46952
Total Nacional,Andalucia,Almeria,Viajero,Espana,2018-01-01,27864
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2018-12-01,8725
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2018-11-01,12389
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2018-10-01,34288
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2018-09-01,47759
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2018-08-01,57449
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2018-07-01,49047
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2018-06-01,44055
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2018-05-01,39624
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2018-04-01,23033
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2018-03-01,17147
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2018-02-01,12173
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2018-01-01,10077
Total Nacional,Andalucia,Cadiz,Viajero,General,2018-12-01,119691
Total Nacional,Andalucia,Cadiz,Viajero,General,2018-11-01,127887
Total Nacional,Andalucia,Cadiz,Viajero,General,2018-10-01,259132
Total Nacional,Andalucia,Cadiz,Viajero,General,2018-09-01,303930
Total Nacional,Andalucia,Cadiz,Viajero,General,2018-08-01,372945
Total Nacional,Andalucia,Cadiz,Viajero,General,2018-07-01,319586
Total Nacional,Andalucia,Cadiz,Viajero,General,2018-06-01,289911
Total Nacional,Andalucia,Cadiz,Viajero,General,2018-05-01,263318
Total Nacional,Andalucia,Cadiz,Viajero,General,2018-04-01,209417
Total Nacional,Andalucia,Cadiz,Viajero,General,2018-03-01,161014
Total Nacional,Andalucia,Cadiz,Viajero,General,2018-02-01,130248
Total Nacional,Andalucia,Cadiz,Viajero,General,2018-01-01,91028
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2018-12-01,84058
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2018-11-01,80772
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2018-10-01,140127
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2018-09-01,181152
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2018-08-01,267844
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2018-07-01,222518
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2018-06-01,183336
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2018-05-01,147191
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2018-04-01,119365
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2018-03-01,99336
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2018-02-01,88953
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2018-01-01,57390
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2018-12-01,35633
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2018-11-01,47116
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2018-10-01,119005
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2018-09-01,122778
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2018-08-01,105102
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2018-07-01,97068
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2018-06-01,106575
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2018-05-01,116127
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2018-04-01,90052
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2018-03-01,61678
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2018-02-01,41295
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2018-01-01,33638
Total Nacional,Andalucia,Cordoba,Viajero,General,2018-12-01,86818
Total Nacional,Andalucia,Cordoba,Viajero,General,2018-11-01,92159
Total Nacional,Andalucia,Cordoba,Viajero,General,2018-10-01,117589
Total Nacional,Andalucia,Cordoba,Viajero,General,2018-09-01,108478
Total Nacional,Andalucia,Cordoba,Viajero,General,2018-08-01,99451
Total Nacional,Andalucia,Cordoba,Viajero,General,2018-07-01,91845
Total Nacional,Andalucia,Cordoba,Viajero,General,2018-06-01,100023
Total Nacional,Andalucia,Cordoba,Viajero,General,2018-05-01,122842
Total Nacional,Andalucia,Cordoba,Viajero,General,2018-04-01,117719
Total Nacional,Andalucia,Cordoba,Viajero,General,2018-03-01,97083
Total Nacional,Andalucia,Cordoba,Viajero,General,2018-02-01,80481
Total Nacional,Andalucia,Cordoba,Viajero,General,2018-01-01,66231
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2018-12-01,59894
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2018-11-01,62345
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2018-10-01,63227
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2018-09-01,56310
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2018-08-01,58090
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2018-07-01,52413
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2018-06-01,57873
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2018-05-01,66652
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2018-04-01,63770
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2018-03-01,62738
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2018-02-01,52576
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2018-01-01,46368
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2018-12-01,26924
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2018-11-01,29814
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2018-10-01,54362
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2018-09-01,52168
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2018-08-01,41361
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2018-07-01,39433
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2018-06-01,42150
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2018-05-01,56190
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2018-04-01,53949
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2018-03-01,34344
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2018-02-01,27905
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2018-01-01,19863
Total Nacional,Andalucia,Granada,Viajero,General,2018-12-01,237461
Total Nacional,Andalucia,Granada,Viajero,General,2018-11-01,204457
Total Nacional,Andalucia,Granada,Viajero,General,2018-10-01,275423
Total Nacional,Andalucia,Granada,Viajero,General,2018-09-01,276419
Total Nacional,Andalucia,Granada,Viajero,General,2018-08-01,293090
Total Nacional,Andalucia,Granada,Viajero,General,2018-07-01,245934
Total Nacional,Andalucia,Granada,Viajero,General,2018-06-01,255914
Total Nacional,Andalucia,Granada,Viajero,General,2018-05-01,275892
Total Nacional,Andalucia,Granada,Viajero,General,2018-04-01,275378
Total Nacional,Andalucia,Granada,Viajero,General,2018-03-01,265662
Total Nacional,Andalucia,Granada,Viajero,General,2018-02-01,233171
Total Nacional,Andalucia,Granada,Viajero,General,2018-01-01,203777
Total Nacional,Andalucia,Granada,Viajero,Espana,2018-12-01,154416
Total Nacional,Andalucia,Granada,Viajero,Espana,2018-11-01,119524
Total Nacional,Andalucia,Granada,Viajero,Espana,2018-10-01,124322
Total Nacional,Andalucia,Granada,Viajero,Espana,2018-09-01,132646
Total Nacional,Andalucia,Granada,Viajero,Espana,2018-08-01,164413
Total Nacional,Andalucia,Granada,Viajero,Espana,2018-07-01,128764
Total Nacional,Andalucia,Granada,Viajero,Espana,2018-06-01,123204
Total Nacional,Andalucia,Granada,Viajero,Espana,2018-05-01,117460
Total Nacional,Andalucia,Granada,Viajero,Espana,2018-04-01,129146
Total Nacional,Andalucia,Granada,Viajero,Espana,2018-03-01,155220
Total Nacional,Andalucia,Granada,Viajero,Espana,2018-02-01,146141
Total Nacional,Andalucia,Granada,Viajero,Espana,2018-01-01,130894
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2018-12-01,83045
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2018-11-01,84934
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2018-10-01,151102
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2018-09-01,143773
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2018-08-01,128677
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2018-07-01,117170
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2018-06-01,132711
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2018-05-01,158432
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2018-04-01,146232
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2018-03-01,110442
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2018-02-01,87031
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2018-01-01,72883
Total Nacional,Andalucia,Huelva,Viajero,General,2018-12-01,24224
Total Nacional,Andalucia,Huelva,Viajero,General,2018-11-01,49812
Total Nacional,Andalucia,Huelva,Viajero,General,2018-10-01,76454
Total Nacional,Andalucia,Huelva,Viajero,General,2018-09-01,128912
Total Nacional,Andalucia,Huelva,Viajero,General,2018-08-01,155398
Total Nacional,Andalucia,Huelva,Viajero,General,2018-07-01,149189
Total Nacional,Andalucia,Huelva,Viajero,General,2018-06-01,113676
Total Nacional,Andalucia,Huelva,Viajero,General,2018-05-01,90591
Total Nacional,Andalucia,Huelva,Viajero,General,2018-04-01,72848
Total Nacional,Andalucia,Huelva,Viajero,General,2018-03-01,57077
Total Nacional,Andalucia,Huelva,Viajero,General,2018-02-01,42454
Total Nacional,Andalucia,Huelva,Viajero,General,2018-01-01,22352
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-12-01,20719
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-11-01,39943
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-10-01,55240
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-09-01,94359
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-08-01,127727
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-07-01,123485
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-06-01,82218
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-05-01,60026
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-04-01,53540
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-03-01,47942
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-02-01,36262
Total Nacional,Andalucia,Huelva,Viajero,Espana,2018-01-01,16638
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-12-01,3505
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-11-01,9869
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-10-01,21213
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-09-01,34553
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-08-01,27671
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-07-01,25705
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-06-01,31458
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-05-01,30565
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-04-01,19308
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-03-01,9136
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-02-01,6192
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2018-01-01,5713
Total Nacional,Andalucia,Jaen,Viajero,General,2018-12-01,38683
Total Nacional,Andalucia,Jaen,Viajero,General,2018-11-01,42975
Total Nacional,Andalucia,Jaen,Viajero,General,2018-10-01,52364
Total Nacional,Andalucia,Jaen,Viajero,General,2018-09-01,51774
Total Nacional,Andalucia,Jaen,Viajero,General,2018-08-01,53668
Total Nacional,Andalucia,Jaen,Viajero,General,2018-07-01,45058
Total Nacional,Andalucia,Jaen,Viajero,General,2018-06-01,49543
Total Nacional,Andalucia,Jaen,Viajero,General,2018-05-01,55151
Total Nacional,Andalucia,Jaen,Viajero,General,2018-04-01,50902
Total Nacional,Andalucia,Jaen,Viajero,General,2018-03-01,42824
Total Nacional,Andalucia,Jaen,Viajero,General,2018-02-01,32438
Total Nacional,Andalucia,Jaen,Viajero,General,2018-01-01,26505
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-12-01,35493
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-11-01,38747
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-10-01,45413
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-09-01,42626
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-08-01,46551
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-07-01,38631
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-06-01,42913
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-05-01,44872
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-04-01,43108
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-03-01,38382
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-02-01,28695
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-01-01,23234
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-12-01,3189
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-11-01,4227
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-10-01,6951
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-09-01,9148
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-08-01,7117
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-07-01,6427
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-06-01,6630
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-05-01,10278
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-04-01,7794
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-03-01,4442
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-02-01,3743
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-01-01,3272
Total Nacional,Andalucia,Malaga,Viajero,General,2018-12-01,261792
Total Nacional,Andalucia,Malaga,Viajero,General,2018-11-01,291418
Total Nacional,Andalucia,Malaga,Viajero,General,2018-10-01,510488
Total Nacional,Andalucia,Malaga,Viajero,General,2018-09-01,570254
Total Nacional,Andalucia,Malaga,Viajero,General,2018-08-01,633747
Total Nacional,Andalucia,Malaga,Viajero,General,2018-07-01,604564
Total Nacional,Andalucia,Malaga,Viajero,General,2018-06-01,583174
Total Nacional,Andalucia,Malaga,Viajero,General,2018-05-01,560577
Total Nacional,Andalucia,Malaga,Viajero,General,2018-04-01,507835
Total Nacional,Andalucia,Malaga,Viajero,General,2018-03-01,406317
Total Nacional,Andalucia,Malaga,Viajero,General,2018-02-01,290259
Total Nacional,Andalucia,Malaga,Viajero,General,2018-01-01,242989
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-12-01,123124
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-11-01,119888
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-10-01,146921
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-09-01,158873
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-08-01,284784
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-07-01,238218
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-06-01,191045
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-05-01,157499
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-04-01,164400
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-03-01,170075
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-02-01,131998
Total Nacional,Andalucia,Malaga,Viajero,Espana,2018-01-01,98656
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-12-01,138668
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-11-01,171529
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-10-01,363567
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-09-01,411381
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-08-01,348963
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-07-01,366346
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-06-01,392129
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-05-01,403078
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-04-01,343435
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-03-01,236241
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-02-01,158261
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2018-01-01,144332
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-12-01,252628
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-11-01,286219
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-10-01,340024
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-09-01,313138
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-08-01,299932
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-07-01,277315
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-06-01,319482
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-05-01,331862
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-04-01,320263
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-03-01,277166
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-02-01,245786
Total Nacional,Andalucia,Sevilla,Viajero,General,2018-01-01,222017
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-12-01,129038
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-11-01,147208
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-10-01,143828
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-09-01,118627
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-08-01,115225
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-07-01,113274
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-06-01,136459
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-05-01,139364
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-04-01,140144
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-03-01,136839
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-02-01,126248
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2018-01-01,110493
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-12-01,123590
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-11-01,139011
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-10-01,196196
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-09-01,194511
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-08-01,184707
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-07-01,164041
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-06-01,183022
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-05-01,192498
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-04-01,180120
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-03-01,140326
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-02-01,119538
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2018-01-01,111525
Total Nacional,Aragon,Huesca,Viajero,General,2018-12-01,54223
Total Nacional,Aragon,Huesca,Viajero,General,2018-11-01,31933
Total Nacional,Aragon,Huesca,Viajero,General,2018-10-01,57266
Total Nacional,Aragon,Huesca,Viajero,General,2018-09-01,83147
Total Nacional,Aragon,Huesca,Viajero,General,2018-08-01,137816
Total Nacional,Aragon,Huesca,Viajero,General,2018-07-01,102225
Total Nacional,Aragon,Huesca,Viajero,General,2018-06-01,68478
Total Nacional,Aragon,Huesca,Viajero,General,2018-05-01,45952
Total Nacional,Aragon,Huesca,Viajero,General,2018-04-01,53347
Total Nacional,Aragon,Huesca,Viajero,General,2018-03-01,82116
Total Nacional,Aragon,Huesca,Viajero,General,2018-02-01,79781
Total Nacional,Aragon,Huesca,Viajero,General,2018-01-01,70341
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-12-01,50230
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-11-01,27508
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-10-01,47383
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-09-01,63358
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-08-01,112351
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-07-01,79662
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-06-01,50911
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-05-01,32880
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-04-01,45429
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-03-01,74585
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-02-01,70541
Total Nacional,Aragon,Huesca,Viajero,Espana,2018-01-01,65222
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-12-01,3992
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-11-01,4425
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-10-01,9883
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-09-01,19789
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-08-01,25465
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-07-01,22563
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-06-01,17568
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-05-01,13073
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-04-01,7918
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-03-01,7531
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-02-01,9240
Total Nacional,Aragon,Huesca,Viajero,Extranjero,2018-01-01,5120
Total Nacional,Aragon,Teruel,Viajero,General,2018-12-01,29470
Total Nacional,Aragon,Teruel,Viajero,General,2018-11-01,31828
Total Nacional,Aragon,Teruel,Viajero,General,2018-10-01,40589
Total Nacional,Aragon,Teruel,Viajero,General,2018-09-01,44427
Total Nacional,Aragon,Teruel,Viajero,General,2018-08-01,60846
Total Nacional,Aragon,Teruel,Viajero,General,2018-07-01,40760
Total Nacional,Aragon,Teruel,Viajero,General,2018-06-01,37534
Total Nacional,Aragon,Teruel,Viajero,General,2018-05-01,35421
Total Nacional,Aragon,Teruel,Viajero,General,2018-04-01,38532
Total Nacional,Aragon,Teruel,Viajero,General,2018-03-01,38368
Total Nacional,Aragon,Teruel,Viajero,General,2018-02-01,26679
Total Nacional,Aragon,Teruel,Viajero,General,2018-01-01,23916
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-12-01,27054
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-11-01,28359
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-10-01,34115
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-09-01,36873
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-08-01,55173
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-07-01,35682
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-06-01,32371
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-05-01,29065
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-04-01,33365
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-03-01,34085
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-02-01,24682
Total Nacional,Aragon,Teruel,Viajero,Espana,2018-01-01,21390
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-12-01,2416
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-11-01,3468
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-10-01,6473
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-09-01,7554
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-08-01,5673
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-07-01,5077
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-06-01,5163
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-05-01,6356
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-04-01,5167
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-03-01,4283
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-02-01,1997
Total Nacional,Aragon,Teruel,Viajero,Extranjero,2018-01-01,2526
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-12-01,111879
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-11-01,123356
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-10-01,148402
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-09-01,147127
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-08-01,166723
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-07-01,144426
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-06-01,142560
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-05-01,147429
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-04-01,141905
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-03-01,129745
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-02-01,102760
Total Nacional,Aragon,Zaragoza,Viajero,General,2018-01-01,90923
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-12-01,88394
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-11-01,92970
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-10-01,110176
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-09-01,104106
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-08-01,115339
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-07-01,98734
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-06-01,100673
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-05-01,101939
