Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-04-01,105925
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-03-01,101995
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-02-01,80502
Total Nacional,Aragon,Zaragoza,Viajero,Espana,2018-01-01,70065
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-12-01,23486
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-11-01,30386
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-10-01,38226
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-09-01,43021
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-08-01,51384
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-07-01,45692
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-06-01,41887
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-05-01,45490
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-04-01,35980
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-03-01,27750
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-02-01,22258
Total Nacional,Aragon,Zaragoza,Viajero,Extranjero,2018-01-01,20858
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-12-01,87687
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-11-01,98195
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-10-01,147816
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-09-01,211921
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-08-01,281174
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-07-01,220611
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-06-01,179118
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-05-01,152586
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-04-01,133726
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-03-01,117171
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-02-01,73544
Total Nacional,Principado de asturias,Asturias,Viajero,General,2018-01-01,59379
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-12-01,77695
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-11-01,87564
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-10-01,122283
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-09-01,165911
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-08-01,233310
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-07-01,176641
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-06-01,141977
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-05-01,116309
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-04-01,113168
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-03-01,105560
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-02-01,66605
Total Nacional,Principado de asturias,Asturias,Viajero,Espana,2018-01-01,52984
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-12-01,9992
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-11-01,10631
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-10-01,25533
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-09-01,46010
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-08-01,47865
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-07-01,43970
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-06-01,37141
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-05-01,36277
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-04-01,20558
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-03-01,11611
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-02-01,6939
Total Nacional,Principado de asturias,Asturias,Viajero,Extranjero,2018-01-01,6395
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2018-12-01,91726
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2018-11-01,103611
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2018-10-01,1024217
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2018-09-01,1562900
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2018-08-01,1704023
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2018-07-01,1760514
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2018-06-01,1645012
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2018-05-01,1393844
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2018-04-01,554074
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2018-03-01,269771
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2018-02-01,147818
Total Nacional,Islas baleares,Islas baleares,Viajero,General,2018-01-01,65301
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2018-12-01,30396
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2018-11-01,45450
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2018-10-01,142964
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2018-09-01,151240
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2018-08-01,188843
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2018-07-01,176438
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2018-06-01,172865
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2018-05-01,159954
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2018-04-01,94236
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2018-03-01,89468
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2018-02-01,64600
Total Nacional,Islas baleares,Islas baleares,Viajero,Espana,2018-01-01,27144
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2018-12-01,61330
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2018-11-01,58161
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2018-10-01,881253
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2018-09-01,1411660
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2018-08-01,1515180
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2018-07-01,1584076
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2018-06-01,1472147
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2018-05-01,1233891
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2018-04-01,459838
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2018-03-01,180302
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2018-02-01,83217
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2018-01-01,38157
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2018-12-01,448392
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2018-11-01,440976
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2018-10-01,531602
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2018-09-01,478972
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2018-08-01,545208
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2018-07-01,532338
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2018-06-01,475132
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2018-05-01,442854
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2018-04-01,473972
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2018-03-01,522848
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2018-02-01,458674
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2018-01-01,447974
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2018-12-01,64746
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2018-11-01,59201
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2018-10-01,87850
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2018-09-01,103753
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2018-08-01,145691
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2018-07-01,122210
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2018-06-01,103147
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2018-05-01,78743
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2018-04-01,75055
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2018-03-01,70028
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2018-02-01,47837
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2018-01-01,47176
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2018-12-01,383645
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2018-11-01,381776
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2018-10-01,443753
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2018-09-01,375219
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2018-08-01,399516
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2018-07-01,410128
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2018-06-01,371985
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2018-05-01,364111
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2018-04-01,398917
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2018-03-01,452820
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2018-02-01,410837
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2018-01-01,400798
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2018-12-01,328441
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2018-11-01,318503
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2018-10-01,359733
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2018-09-01,328755
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2018-08-01,370492
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2018-07-01,354551
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2018-06-01,315670
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2018-05-01,304550
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2018-04-01,317013
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2018-03-01,352923
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2018-02-01,301040
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2018-01-01,292966
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2018-12-01,69736
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2018-11-01,60630
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2018-10-01,85037
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2018-09-01,97848
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2018-08-01,131713
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2018-07-01,112404
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2018-06-01,98003
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2018-05-01,84780
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2018-04-01,71742
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2018-03-01,75746
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2018-02-01,54544
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2018-01-01,50903
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2018-12-01,258705
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2018-11-01,257873
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2018-10-01,274695
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2018-09-01,230907
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2018-08-01,238779
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2018-07-01,242147
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2018-06-01,217667
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2018-05-01,219770
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2018-04-01,245271
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2018-03-01,277176
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2018-02-01,246496
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2018-01-01,242063
Total Nacional,Cantabria,Cantabria,Viajero,General,2018-12-01,54085
Total Nacional,Cantabria,Cantabria,Viajero,General,2018-11-01,65286
Total Nacional,Cantabria,Cantabria,Viajero,General,2018-10-01,104754
Total Nacional,Cantabria,Cantabria,Viajero,General,2018-09-01,152081
Total Nacional,Cantabria,Cantabria,Viajero,General,2018-08-01,218697
Total Nacional,Cantabria,Cantabria,Viajero,General,2018-07-01,180784
Total Nacional,Cantabria,Cantabria,Viajero,General,2018-06-01,128435
Total Nacional,Cantabria,Cantabria,Viajero,General,2018-05-01,108882
Total Nacional,Cantabria,Cantabria,Viajero,General,2018-04-01,100989
Total Nacional,Cantabria,Cantabria,Viajero,General,2018-03-01,79496
Total Nacional,Cantabria,Cantabria,Viajero,General,2018-02-01,47139
Total Nacional,Cantabria,Cantabria,Viajero,General,2018-01-01,43943
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2018-12-01,46777
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2018-11-01,57036
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2018-10-01,80874
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2018-09-01,109610
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2018-08-01,179915
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2018-07-01,140844
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2018-06-01,93436
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2018-05-01,75955
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2018-04-01,82085
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2018-03-01,69324
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2018-02-01,40661
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2018-01-01,37410
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2018-12-01,7307
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2018-11-01,8250
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2018-10-01,23879
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2018-09-01,42470
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2018-08-01,38782
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2018-07-01,39940
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2018-06-01,34999
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2018-05-01,32927
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2018-04-01,18903
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2018-03-01,10173
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2018-02-01,6477
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2018-01-01,6534
Total Nacional,Castilla y leon,Avila,Viajero,General,2018-12-01,27591
Total Nacional,Castilla y leon,Avila,Viajero,General,2018-11-01,27989
Total Nacional,Castilla y leon,Avila,Viajero,General,2018-10-01,49969
Total Nacional,Castilla y leon,Avila,Viajero,General,2018-09-01,45783
Total Nacional,Castilla y leon,Avila,Viajero,General,2018-08-01,45849
Total Nacional,Castilla y leon,Avila,Viajero,General,2018-07-01,35531
Total Nacional,Castilla y leon,Avila,Viajero,General,2018-06-01,34223
Total Nacional,Castilla y leon,Avila,Viajero,General,2018-05-01,31430
Total Nacional,Castilla y leon,Avila,Viajero,General,2018-04-01,29809
Total Nacional,Castilla y leon,Avila,Viajero,General,2018-03-01,29255
Total Nacional,Castilla y leon,Avila,Viajero,General,2018-02-01,21739
Total Nacional,Castilla y leon,Avila,Viajero,General,2018-01-01,19478
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2018-12-01,25480
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2018-11-01,25208
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2018-10-01,43810
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2018-09-01,40296
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2018-08-01,41506
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2018-07-01,31184
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2018-06-01,29239
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2018-05-01,25783
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2018-04-01,25372
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2018-03-01,26247
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2018-02-01,20167
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2018-01-01,17194
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2018-12-01,2111
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2018-11-01,2780
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2018-10-01,6159
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2018-09-01,5487
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2018-08-01,4343
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2018-07-01,4347
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2018-06-01,4984
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2018-05-01,5647
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2018-04-01,4437
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2018-03-01,3008
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2018-02-01,1572
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2018-01-01,2284
Total Nacional,Castilla y leon,Burgos,Viajero,General,2018-12-01,51853
Total Nacional,Castilla y leon,Burgos,Viajero,General,2018-11-01,55050
Total Nacional,Castilla y leon,Burgos,Viajero,General,2018-10-01,79459
Total Nacional,Castilla y leon,Burgos,Viajero,General,2018-09-01,90509
Total Nacional,Castilla y leon,Burgos,Viajero,General,2018-08-01,122983
Total Nacional,Castilla y leon,Burgos,Viajero,General,2018-07-01,98795
Total Nacional,Castilla y leon,Burgos,Viajero,General,2018-06-01,76327
Total Nacional,Castilla y leon,Burgos,Viajero,General,2018-05-01,82737
Total Nacional,Castilla y leon,Burgos,Viajero,General,2018-04-01,70707
Total Nacional,Castilla y leon,Burgos,Viajero,General,2018-03-01,64606
Total Nacional,Castilla y leon,Burgos,Viajero,General,2018-02-01,41567
Total Nacional,Castilla y leon,Burgos,Viajero,General,2018-01-01,38302
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2018-12-01,40442
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2018-11-01,43039
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2018-10-01,50800
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2018-09-01,52586
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2018-08-01,71868
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2018-07-01,52401
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2018-06-01,46176
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2018-05-01,49858
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2018-04-01,48334
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2018-03-01,50345
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2018-02-01,33270
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2018-01-01,29157
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2018-12-01,11412
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2018-11-01,12011
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2018-10-01,28659
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2018-09-01,37923
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2018-08-01,51115
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2018-07-01,46394
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2018-06-01,30152
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2018-05-01,32880
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2018-04-01,22373
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2018-03-01,14261
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2018-02-01,8297
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2018-01-01,9145
Total Nacional,Castilla y leon,Leon,Viajero,General,2018-12-01,39386
