Totales_Territoriales,Comunidades_Ciudades_Autonomas,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_viajeros,ID_pernoctaciones,ID_total
Total Nacional,Region de murcia,Pernoctaciones,General,2019-04-01,287077,6452,6452,6452
Total Nacional,Region de murcia,Pernoctaciones,General,2019-03-01,263297,6453,6453,6453
Total Nacional,Region de murcia,Pernoctaciones,General,2019-02-01,196524,6454,6454,6454
Total Nacional,Region de murcia,Pernoctaciones,General,2019-01-01,158930,6455,6455,6455
Total Nacional,Region de murcia,Pernoctaciones,Espana,2019-12-01,122726,6456,6456,6456
Total Nacional,Region de murcia,Pernoctaciones,Espana,2019-11-01,137736,6457,6457,6457
Total Nacional,Region de murcia,Pernoctaciones,Espana,2019-10-01,176475,6458,6458,6458
Total Nacional,Region de murcia,Pernoctaciones,Espana,2019-09-01,219403,6459,6459,6459
Total Nacional,Region de murcia,Pernoctaciones,Espana,2019-08-01,326851,6460,6460,6460
Total Nacional,Region de murcia,Pernoctaciones,Espana,2019-07-01,274597,6461,6461,6461
Total Nacional,Region de murcia,Pernoctaciones,Espana,2019-06-01,224354,6462,6462,6462
Total Nacional,Region de murcia,Pernoctaciones,Espana,2019-05-01,233222,6463,6463,6463
Total Nacional,Region de murcia,Pernoctaciones,Espana,2019-04-01,214723,6464,6464,6464
Total Nacional,Region de murcia,Pernoctaciones,Espana,2019-03-01,205514,6465,6465,6465
Total Nacional,Region de murcia,Pernoctaciones,Espana,2019-02-01,148931,6466,6466,6466
Total Nacional,Region de murcia,Pernoctaciones,Espana,2019-01-01,111164,6467,6467,6467
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2019-12-01,31166,6468,6468,6468
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2019-11-01,47416,6469,6469,6469
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2019-10-01,80766,6470,6470,6470
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2019-09-01,109797,6471,6471,6471
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2019-08-01,105125,6472,6472,6472
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2019-07-01,93329,6473,6473,6473
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2019-06-01,99192,6474,6474,6474
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2019-05-01,83622,6475,6475,6475
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2019-04-01,72354,6476,6476,6476
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2019-03-01,57783,6477,6477,6477
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2019-02-01,47593,6478,6478,6478
Total Nacional,Region de murcia,Pernoctaciones,Extranjero,2019-01-01,47766,6479,6479,6479
Total Nacional,Comunidad floral de navarra,Viajero,General,2019-12-01,60464,6480,6480,6480
Total Nacional,Comunidad floral de navarra,Viajero,General,2019-11-01,74952,6481,6481,6481
Total Nacional,Comunidad floral de navarra,Viajero,General,2019-10-01,100987,6482,6482,6482
Total Nacional,Comunidad floral de navarra,Viajero,General,2019-09-01,116396,6483,6483,6483
Total Nacional,Comunidad floral de navarra,Viajero,General,2019-08-01,139590,6484,6484,6484
Total Nacional,Comunidad floral de navarra,Viajero,General,2019-07-01,111426,6485,6485,6485
Total Nacional,Comunidad floral de navarra,Viajero,General,2019-06-01,101683,6486,6486,6486
Total Nacional,Comunidad floral de navarra,Viajero,General,2019-05-01,104511,6487,6487,6487
Total Nacional,Comunidad floral de navarra,Viajero,General,2019-04-01,92673,6488,6488,6488
Total Nacional,Comunidad floral de navarra,Viajero,General,2019-03-01,70377,6489,6489,6489
Total Nacional,Comunidad floral de navarra,Viajero,General,2019-02-01,51751,6490,6490,6490
Total Nacional,Comunidad floral de navarra,Viajero,General,2019-01-01,44584,6491,6491,6491
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2019-12-01,50657,6492,6492,6492
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2019-11-01,64772,6493,6493,6493
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2019-10-01,77545,6494,6494,6494
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2019-09-01,75922,6495,6495,6495
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2019-08-01,95814,6496,6496,6496
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2019-07-01,72289,6497,6497,6497
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2019-06-01,70294,6498,6498,6498
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2019-05-01,70813,6499,6499,6499
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2019-04-01,69750,6500,6500,6500
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2019-03-01,58716,6501,6501,6501
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2019-02-01,43884,6502,6502,6502
Total Nacional,Comunidad floral de navarra,Viajero,Espana,2019-01-01,36577,6503,6503,6503
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2019-12-01,9807,6504,6504,6504
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2019-11-01,10180,6505,6505,6505
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2019-10-01,23442,6506,6506,6506
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2019-09-01,40473,6507,6507,6507
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2019-08-01,43776,6508,6508,6508
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2019-07-01,39137,6509,6509,6509
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2019-06-01,31388,6510,6510,6510
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2019-05-01,33698,6511,6511,6511
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2019-04-01,22923,6512,6512,6512
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2019-03-01,11660,6513,6513,6513
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2019-02-01,7867,6514,6514,6514
Total Nacional,Comunidad floral de navarra,Viajero,Extranjero,2019-01-01,8006,6515,6515,6515
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2019-12-01,108936,6516,6516,6516
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2019-11-01,145878,6517,6517,6517
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2019-10-01,188604,6518,6518,6518
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2019-09-01,208036,6519,6519,6519
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2019-08-01,266900,6520,6520,6520
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2019-07-01,211870,6521,6521,6521
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2019-06-01,192026,6522,6522,6522
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2019-05-01,189749,6523,6523,6523
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2019-04-01,169584,6524,6524,6524
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2019-03-01,144157,6525,6525,6525
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2019-02-01,92400,6526,6526,6526
Total Nacional,Comunidad floral de navarra,Pernoctaciones,General,2019-01-01,82165,6527,6527,6527
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2019-12-01,91409,6528,6528,6528
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2019-11-01,126235,6529,6529,6529
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2019-10-01,152398,6530,6530,6530
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2019-09-01,148981,6531,6531,6531
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2019-08-01,201512,6532,6532,6532
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2019-07-01,148508,6533,6533,6533
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2019-06-01,141432,6534,6534,6534
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2019-05-01,137189,6535,6535,6535
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2019-04-01,135713,6536,6536,6536
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2019-03-01,121681,6537,6537,6537
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2019-02-01,75808,6538,6538,6538
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Espana,2019-01-01,65384,6539,6539,6539
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2019-12-01,17527,6540,6540,6540
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2019-11-01,19643,6541,6541,6541
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2019-10-01,36206,6542,6542,6542
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2019-09-01,59055,6543,6543,6543
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2019-08-01,65388,6544,6544,6544
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2019-07-01,63361,6545,6545,6545
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2019-06-01,50594,6546,6546,6546
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2019-05-01,52560,6547,6547,6547
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2019-04-01,33871,6548,6548,6548
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2019-03-01,22476,6549,6549,6549
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2019-02-01,16592,6550,6550,6550
Total Nacional,Comunidad floral de navarra,Pernoctaciones,Extranjero,2019-01-01,16781,6551,6551,6551
Total Nacional,Pais vasco,Viajero,General,2019-12-01,214881,6552,6552,6552
Total Nacional,Pais vasco,Viajero,General,2019-11-01,230047,6553,6553,6553
Total Nacional,Pais vasco,Viajero,General,2019-10-01,297681,6554,6554,6554
Total Nacional,Pais vasco,Viajero,General,2019-09-01,308630,6555,6555,6555
Total Nacional,Pais vasco,Viajero,General,2019-08-01,362975,6556,6556,6556
Total Nacional,Pais vasco,Viajero,General,2019-07-01,332336,6557,6557,6557
Total Nacional,Pais vasco,Viajero,General,2019-06-01,295071,6558,6558,6558
Total Nacional,Pais vasco,Viajero,General,2019-05-01,288439,6559,6559,6559
Total Nacional,Pais vasco,Viajero,General,2019-04-01,276648,6560,6560,6560
Total Nacional,Pais vasco,Viajero,General,2019-03-01,240750,6561,6561,6561
Total Nacional,Pais vasco,Viajero,General,2019-02-01,183447,6562,6562,6562
Total Nacional,Pais vasco,Viajero,General,2019-01-01,169482,6563,6563,6563
Total Nacional,Pais vasco,Viajero,Espana,2019-12-01,152457,6564,6564,6564
Total Nacional,Pais vasco,Viajero,Espana,2019-11-01,158496,6565,6565,6565
Total Nacional,Pais vasco,Viajero,Espana,2019-10-01,167031,6566,6566,6566
Total Nacional,Pais vasco,Viajero,Espana,2019-09-01,151365,6567,6567,6567
Total Nacional,Pais vasco,Viajero,Espana,2019-08-01,188813,6568,6568,6568
Total Nacional,Pais vasco,Viajero,Espana,2019-07-01,169982,6569,6569,6569
Total Nacional,Pais vasco,Viajero,Espana,2019-06-01,154820,6570,6570,6570
Total Nacional,Pais vasco,Viajero,Espana,2019-05-01,149905,6571,6571,6571
Total Nacional,Pais vasco,Viajero,Espana,2019-04-01,163003,6572,6572,6572
Total Nacional,Pais vasco,Viajero,Espana,2019-03-01,165598,6573,6573,6573
Total Nacional,Pais vasco,Viajero,Espana,2019-02-01,129524,6574,6574,6574
Total Nacional,Pais vasco,Viajero,Espana,2019-01-01,117764,6575,6575,6575
Total Nacional,Pais vasco,Viajero,Extranjero,2019-12-01,62424,6576,6576,6576
Total Nacional,Pais vasco,Viajero,Extranjero,2019-11-01,71551,6577,6577,6577
Total Nacional,Pais vasco,Viajero,Extranjero,2019-10-01,130651,6578,6578,6578
Total Nacional,Pais vasco,Viajero,Extranjero,2019-09-01,157265,6579,6579,6579
Total Nacional,Pais vasco,Viajero,Extranjero,2019-08-01,174162,6580,6580,6580
Total Nacional,Pais vasco,Viajero,Extranjero,2019-07-01,162353,6581,6581,6581
Total Nacional,Pais vasco,Viajero,Extranjero,2019-06-01,140251,6582,6582,6582
Total Nacional,Pais vasco,Viajero,Extranjero,2019-05-01,138535,6583,6583,6583
Total Nacional,Pais vasco,Viajero,Extranjero,2019-04-01,113645,6584,6584,6584
Total Nacional,Pais vasco,Viajero,Extranjero,2019-03-01,75151,6585,6585,6585
Total Nacional,Pais vasco,Viajero,Extranjero,2019-02-01,53923,6586,6586,6586
Total Nacional,Pais vasco,Viajero,Extranjero,2019-01-01,51718,6587,6587,6587
Total Nacional,Pais vasco,Pernoctaciones,General,2019-12-01,386550,6588,6588,6588
Total Nacional,Pais vasco,Pernoctaciones,General,2019-11-01,427537,6589,6589,6589
Total Nacional,Pais vasco,Pernoctaciones,General,2019-10-01,571593,6590,6590,6590
Total Nacional,Pais vasco,Pernoctaciones,General,2019-09-01,600357,6591,6591,6591
Total Nacional,Pais vasco,Pernoctaciones,General,2019-08-01,774102,6592,6592,6592
Total Nacional,Pais vasco,Pernoctaciones,General,2019-07-01,671812,6593,6593,6593
Total Nacional,Pais vasco,Pernoctaciones,General,2019-06-01,573724,6594,6594,6594
Total Nacional,Pais vasco,Pernoctaciones,General,2019-05-01,555241,6595,6595,6595
Total Nacional,Pais vasco,Pernoctaciones,General,2019-04-01,531711,6596,6596,6596
Total Nacional,Pais vasco,Pernoctaciones,General,2019-03-01,433521,6597,6597,6597
Total Nacional,Pais vasco,Pernoctaciones,General,2019-02-01,331905,6598,6598,6598
Total Nacional,Pais vasco,Pernoctaciones,General,2019-01-01,311616,6599,6599,6599
Total Nacional,Pais vasco,Pernoctaciones,Espana,2019-12-01,272862,6600,6600,6600
Total Nacional,Pais vasco,Pernoctaciones,Espana,2019-11-01,288995,6601,6601,6601
Total Nacional,Pais vasco,Pernoctaciones,Espana,2019-10-01,308767,6602,6602,6602
Total Nacional,Pais vasco,Pernoctaciones,Espana,2019-09-01,293204,6603,6603,6603
Total Nacional,Pais vasco,Pernoctaciones,Espana,2019-08-01,437313,6604,6604,6604
Total Nacional,Pais vasco,Pernoctaciones,Espana,2019-07-01,342708,6605,6605,6605
Total Nacional,Pais vasco,Pernoctaciones,Espana,2019-06-01,293065,6606,6606,6606
Total Nacional,Pais vasco,Pernoctaciones,Espana,2019-05-01,281053,6607,6607,6607
Total Nacional,Pais vasco,Pernoctaciones,Espana,2019-04-01,307715,6608,6608,6608
Total Nacional,Pais vasco,Pernoctaciones,Espana,2019-03-01,291129,6609,6609,6609
Total Nacional,Pais vasco,Pernoctaciones,Espana,2019-02-01,230905,6610,6610,6610
Total Nacional,Pais vasco,Pernoctaciones,Espana,2019-01-01,213202,6611,6611,6611
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2019-12-01,113687,6612,6612,6612
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2019-11-01,138542,6613,6613,6613
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2019-10-01,262826,6614,6614,6614
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2019-09-01,307153,6615,6615,6615
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2019-08-01,336790,6616,6616,6616
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2019-07-01,329104,6617,6617,6617
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2019-06-01,280659,6618,6618,6618
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2019-05-01,274188,6619,6619,6619
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2019-04-01,223996,6620,6620,6620
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2019-03-01,142392,6621,6621,6621
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2019-02-01,100999,6622,6622,6622
Total Nacional,Pais vasco,Pernoctaciones,Extranjero,2019-01-01,98414,6623,6623,6623
Total Nacional,La rioja,Viajero,General,2019-12-01,33873,6624,6624,6624
Total Nacional,La rioja,Viajero,General,2019-11-01,43311,6625,6625,6625
Total Nacional,La rioja,Viajero,General,2019-10-01,56158,6626,6626,6626
Total Nacional,La rioja,Viajero,General,2019-09-01,61014,6627,6627,6627
Total Nacional,La rioja,Viajero,General,2019-08-01,71292,6628,6628,6628
Total Nacional,La rioja,Viajero,General,2019-07-01,51506,6629,6629,6629
Total Nacional,La rioja,Viajero,General,2019-06-01,51599,6630,6630,6630
Total Nacional,La rioja,Viajero,General,2019-05-01,56888,6631,6631,6631
Total Nacional,La rioja,Viajero,General,2019-04-01,49629,6632,6632,6632
Total Nacional,La rioja,Viajero,General,2019-03-01,40741,6633,6633,6633
Total Nacional,La rioja,Viajero,General,2019-02-01,30964,6634,6634,6634
Total Nacional,La rioja,Viajero,General,2019-01-01,25821,6635,6635,6635
Total Nacional,La rioja,Viajero,Espana,2019-12-01,30578,6636,6636,6636
Total Nacional,La rioja,Viajero,Espana,2019-11-01,37431,6637,6637,6637
Total Nacional,La rioja,Viajero,Espana,2019-10-01,42249,6638,6638,6638
Total Nacional,La rioja,Viajero,Espana,2019-09-01,39831,6639,6639,6639
Total Nacional,La rioja,Viajero,Espana,2019-08-01,58566,6640,6640,6640
Total Nacional,La rioja,Viajero,Espana,2019-07-01,39729,6641,6641,6641
Total Nacional,La rioja,Viajero,Espana,2019-06-01,37572,6642,6642,6642
Total Nacional,La rioja,Viajero,Espana,2019-05-01,37498,6643,6643,6643
Total Nacional,La rioja,Viajero,Espana,2019-04-01,38068,6644,6644,6644
Total Nacional,La rioja,Viajero,Espana,2019-03-01,35933,6645,6645,6645
Total Nacional,La rioja,Viajero,Espana,2019-02-01,27687,6646,6646,6646
Total Nacional,La rioja,Viajero,Espana,2019-01-01,22917,6647,6647,6647
Total Nacional,La rioja,Viajero,Extranjero,2019-12-01,3295,6648,6648,6648
Total Nacional,La rioja,Viajero,Extranjero,2019-11-01,5879,6649,6649,6649
Total Nacional,La rioja,Viajero,Extranjero,2019-10-01,13909,6650,6650,6650
Total Nacional,La rioja,Viajero,Extranjero,2019-09-01,21183,6651,6651,6651
Total Nacional,La rioja,Viajero,Extranjero,2019-08-01,12727,6652,6652,6652
Total Nacional,La rioja,Viajero,Extranjero,2019-07-01,11777,6653,6653,6653
Total Nacional,La rioja,Viajero,Extranjero,2019-06-01,14027,6654,6654,6654
Total Nacional,La rioja,Viajero,Extranjero,2019-05-01,19390,6655,6655,6655
Total Nacional,La rioja,Viajero,Extranjero,2019-04-01,11560,6656,6656,6656
Total Nacional,La rioja,Viajero,Extranjero,2019-03-01,4809,6657,6657,6657
Total Nacional,La rioja,Viajero,Extranjero,2019-02-01,3277,6658,6658,6658
Total Nacional,La rioja,Viajero,Extranjero,2019-01-01,2904,6659,6659,6659
Total Nacional,La rioja,Pernoctaciones,General,2019-12-01,59898,6660,6660,6660
Total Nacional,La rioja,Pernoctaciones,General,2019-11-01,76790,6661,6661,6661
Total Nacional,La rioja,Pernoctaciones,General,2019-10-01,99566,6662,6662,6662
Total Nacional,La rioja,Pernoctaciones,General,2019-09-01,107114,6663,6663,6663
Total Nacional,La rioja,Pernoctaciones,General,2019-08-01,124132,6664,6664,6664
Total Nacional,La rioja,Pernoctaciones,General,2019-07-01,90142,6665,6665,6665
Total Nacional,La rioja,Pernoctaciones,General,2019-06-01,89630,6666,6666,6666
Total Nacional,La rioja,Pernoctaciones,General,2019-05-01,96017,6667,6667,6667
Total Nacional,La rioja,Pernoctaciones,General,2019-04-01,88820,6668,6668,6668
Total Nacional,La rioja,Pernoctaciones,General,2019-03-01,71588,6669,6669,6669
Total Nacional,La rioja,Pernoctaciones,General,2019-02-01,51447,6670,6670,6670
Total Nacional,La rioja,Pernoctaciones,General,2019-01-01,44609,6671,6671,6671
Total Nacional,La rioja,Pernoctaciones,Espana,2019-12-01,54041,6672,6672,6672
Total Nacional,La rioja,Pernoctaciones,Espana,2019-11-01,66530,6673,6673,6673
Total Nacional,La rioja,Pernoctaciones,Espana,2019-10-01,77035,6674,6674,6674
Total Nacional,La rioja,Pernoctaciones,Espana,2019-09-01,74057,6675,6675,6675
Total Nacional,La rioja,Pernoctaciones,Espana,2019-08-01,105051,6676,6676,6676
Total Nacional,La rioja,Pernoctaciones,Espana,2019-07-01,71776,6677,6677,6677
Total Nacional,La rioja,Pernoctaciones,Espana,2019-06-01,66416,6678,6678,6678
